name	Mock_1	Mock_2	Mock_4	Mock_5	PDCoV_1	PDCoV_3	PDCoV_4	PDCoV_5	PDCoV_6	PDCoV_2	Mock_3	Mock_6	QC01	QC02	QC03
neg_6326	77.28038843	87.10306673	254.5189441	225.441639	429.5664442	718.0451605	2398.116681	2849.705295	269.5310192	174.3398985	30.16306942	66.3869389	1299.707745	1326.772732	1326.975161
neg_2610	2650.661374	2644.218159	2159.479764	1914.347973	3288.781036	3424.071876	23.29567282	1820.344037	181.7858018	3445.162995	1488.723074	277.907837	3299.328222	3408.337219	3410.262116
neg_3186	14337.79326	13732.89741	55190.6909	53880.83702	54421.69661	38833.45915	7137.247783	40496.37698	45635.43352	7234.144954	11568.08935	20201.87353	52203.46338	50554.5295	50557.77393
pos_5589	1740.369752	1794.70332	1292.574036	1357.032042	2265.914872	695.6317146	713.6803568	3582.046843	1906.78417	2131.154557	585.4549329	307.6027921	1674.266152	1680.615913	1691.270759
pos_2741	815.9622583	1011.340278	1586.77436	1375.743263	642.1954308	801.8569882	1213.135593	1423.833008	974.214208	536.1477281	2642.426327	1820.002836	1121.268216	1150.449747	1150.279776
pos_3373	2777.481453	2385.684284	2102.378388	19722.5931	1202.458515	19.35229439	4847.703602	59.18347314	272.731048	163.419222	5302.91483	1383.439909	2408.37125	2484.041117	2417.06894
neg_2027	97.7855459	85.71491823	98.22747886	87.07725731	114.5153022	176.2101713	299.1638126	123.5590232	258.7832535	60.84561222	54.37371912	83.9257376	54.22609643	46.03094609	52.35528819
pos_145	574.711187	346.4252706	475.8576813	1799.162209	2341.626375	1585.97237	2642.482437	2032.824633	932.8172191	512.0106178	1507.34094	1027.673281	11463.56007	11452.72473	11502.85882
neg_2493	82.2659723	82.06600056	67.02165134	59.41373683	656.5976951	894.8248117	438.9332532	8.444447919	899.3602022	624.4431493	46.20403509	65.92375342	17.7735195	25.5655746	19.02198013
pos_6367	121.8269746	105.0960096	2119.288098	2191.760624	1570.886168	36.69203236	27.99933932	0.000320471	132.1133383	18.72859902	1286.370339	615.1736719	557.8171889	532.8682262	565.0255428
pos_3746	1414.28895	1433.338289	2326.25403	4546.733303	58213.51519	22767.86772	2869.846541	38477.28112	10471.24825	26056.04124	1982.198256	2758.987831	14001.12129	14054.34889	13827.69483
pos_3566	4225.377968	4312.117496	9447.07637	18003.103	213.2382447	1636.538014	1144.484406	3883.504504	4492.305042	800.2795929	6480.548603	6165.991489	3757.753689	3783.201393	3773.130193
pos_1233	1199.516188	1186.838963	3544.584744	3890.702833	54.22020923	1132.49656	21.14842867	125.6656985	752.6482503	101.1571027	1080.892495	7114.976551	1361.587081	1366.78025	1407.501438
pos_2854	740.9741976	1031.935491	1175.956788	3677.136241	300.8321995	50.31306883	11.92765731	822.2723222	159.0373777	163.5900245	1405.724682	1135.904938	204.7836318	178.5835734	206.2954456
pos_5903	1566.794211	1669.679251	19407.31846	17320.95749	4817.86559	1695.312979	922.2505156	6.622715826	953.130784	2646.905669	6587.1328	4455.528737	2724.867472	2734.449776	2695.564773
pos_43	37891.19107	42907.0164	21889.2018	24239.32703	318400.5092	241332.4917	324561.378	441744.7595	1194.862784	4943.256849	11470.51265	34311.90863	113313.1134	113752.6048	110637.669
pos_3620	1214.451562	400.5705197	1029.085248	1343.028	637.7939544	3503.395199	4241.834418	7372.858288	3664.884861	7765.509995	908.029427	576.5019052	2445.718111	2398.911996	2398.238112
pos_6459	7728.423978	8194.796644	23613.5951	38655.84153	2257.276291	137.3485706	208.9794058	35.5770944	337.8714247	37.30828849	22190.02741	12885.36744	5594.827682	5680.626256	5678.459916
neg_1784	2381.945965	2192.010331	8736.990683	3005.222833	450.5151732	47.37419891	7.158145041	372.1046269	274.8648058	46.69424569	1331.800916	622.8654618	776.2484751	739.5611146	770.4291772
neg_3594	4.279518503	2.681425749	16.97336354	61.3874694	1864.987766	732.9914465	1971.24818	1102.215828	2352.692385	3269.757596	98.65557794	947.4304671	1673.914731	1660.397906	1475.250346
pos_6063	6687.832216	7206.873451	5.586731211	4.124292197	9175.460253	2361.808404	550.7741159	570.8211292	108.947787	316.0872741	3488.583692	15442.09163	2769.799249	2960.340332	2783.051311
pos_3119	432.8960519	0.782198027	209.5548106	1953.460218	23.8429456	379.8203099	575.4653849	1863.646174	863.6165554	1615.755599	642.4031512	46.78108919	392.8618653	427.9594349	428.1394958
pos_3500	967.7155778	816.1196381	1236.854593	825.1934003	180.6846679	121.0932937	157.2146818	211.9113241	198.4634193	192.3403508	529.9850818	349.939469	122.5085405	116.2567438	115.9808378
neg_194	154662.0937	151290.1333	12903.13152	9066.555731	24101.59541	17812.83308	45793.56353	4538.48256	58755.67866	53916.42117	48056.11275	166224.0135	146754.782	145838.2328	146418.0187
pos_2499	1023.32677	1816.859179	234.1493583	531.4941643	3717.887944	3784.062012	2346.017098	5159.358634	1828.030415	2025.66023	434.7770004	314.1808478	1174.460419	986.8629651	1256.09605
neg_1348	1129143.217	1099114.486	136794.0874	117253.1415	161983.5579	81278.9516	299071.6722	611.3439698	281368.0407	276629.6441	285143.3196	771500.1338	709032.7651	703413.1947	699920.0736
neg_2064	2294.67127	2171.972069	1814.327296	1388.536395	11253.47964	15611.67969	9914.312328	8946.015775	14005.12385	9722.760097	5291.475123	5777.59681	10114.57621	9842.991298	10041.6248
pos_4636	4357.378967	16493.48744	17228.34578	8980.641545	9497.911846	9269.079792	8264.183156	11139.37945	10432.47379	10110.60716	10161.79221	95.05468828	18009.76402	21052.91232	20819.31042
pos_6291	583.0192092	529.0550882	18.57670194	585.1551525	887.4410822	922.7971566	390.7766746	1206.713436	820.5247652	646.4765725	399.7276737	432.9500979	402.6750425	404.0526017	391.7659852
pos_6534	627.8023535	598.1142353	262.7157343	1538.884695	307.9209521	1307.509151	1189.344331	1036.191607	2195.419736	1665.832434	1732.089885	643.7709501	529.7958369	559.6610463	531.3320939
pos_2963	113.3652724	114.9186038	137.2547321	142.8975052	93.36945158	220.673513	197.4548185	696.2601421	247.7848483	331.948564	118.8527425	114.4344611	121.063962	136.1891772	135.7591068
pos_5884	65609.64117	69996.42043	37697.54006	68416.30317	917.8410353	792.6868192	2018.261432	2084.54831	2388.049377	1240.391081	59387.10823	11234.51249	25974.59125	26072.92331	25820.41163
pos_491	853.8368757	801.1179628	10798.81637	4312.245374	416.3401363	1.093475573	408.4394373	488.2937252	20.65920803	100.9658691	1736.812049	548.3028589	456.2514971	430.0693167	458.1400493
pos_6279	99.88263466	185.913875	3.948479333	239.5609259	55.81670056	87.6364039	78.13540386	105.3195331	98.63594951	95.59279586	409.4695262	100.8246638	35.01549919	32.01932708	43.69566188
pos_1	166239.6696	173969.6646	12294.40881	8049.339024	56644.15889	36842.77226	64673.44727	77894.92342	13828.01463	55161.74478	84447.2609	170747.5332	160098.654	160701.8333	156872.1884
neg_5076	2113.399307	2123.437269	200.4442848	1371.00265	5580.935762	3844.229612	2846.183216	2968.186784	1217.284415	6286.599683	511.9010717	1504.560613	3601.829993	3576.60218	3900.834564
neg_4904	17604.28646	15172.32741	1150.148691	4026.510825	47.32356732	166.416576	295.6372847	12575.84156	8000.260361	515.1501089	2749.265847	11789.40233	6939.58517	7045.038284	6892.753757
pos_4806	565.7205742	499.4596258	927.164799	244.2119754	957.8452776	1448.634437	1325.030987	522.7160364	929.3468709	438.5784538	421.4145095	681.8471115	961.6134474	965.3688054	1008.529347
neg_2873	53331.71746	47213.1736	639.7301752	5277.611696	1694.617648	831.9602045	3795.614796	7488.712505	28.26817733	2678.630942	5251.223855	18282.00236	12632.64063	12798.65435	12543.85221
pos_4646	3929.912132	173.8005998	4758.062374	4953.674325	3533.205621	2959.535997	3372.494308	4655.019022	2006.176927	6786.634477	981.1463341	162.099688	18045.09719	16689.89864	18100.94568
neg_5487	1319.492743	1135.972458	1190.440343	1055.308364	1812.981854	1481.557122	2157.656379	324.6257679	1245.234151	1660.039105	820.677293	2093.046791	1647.83838	1804.823907	1777.443794
pos_5611	1535.552422	1369.75885	7271.401426	14263.19987	1314.001991	9148.579802	5637.593245	11255.4027	8882.707302	9732.839908	5938.368173	691.7818354	3813.464378	3757.090276	3758.021469
pos_719	46568.72857	47725.4359	218174.2296	232846.2305	204383.1886	58626.78642	22337.37682	114625.9781	31036.52091	31286.85677	80980.17214	55409.96679	69011.19088	69089.99268	69442.6097
neg_4266	691.619271	583.7442605	43.06363479	513.7459986	882.597167	918.904635	1053.621656	728.9843031	202.5355735	137.1315155	192.8573187	348.953749	792.1661383	784.5225388	842.7830717
pos_4656	515.0172879	114.2372594	25795.12346	56188.8379	13200.72536	39836.25473	4757.399132	47687.75712	25043.09548	27358.81395	2012.700438	7520.337982	18295.44181	19533.06472	19527.78911
pos_5304	3569.966855	3352.007696	432.2972241	394.2944638	304.4400131	260.4517957	291.5929954	217.2295427	322.2379385	146.2479603	2702.241544	650.1289176	634.5600087	660.6172449	636.5745022
pos_3723	40277.11853	50260.8669	52175.47523	54320.49681	56026.45305	52108.8512	41279.42708	33340.03219	24931.172	26526.79531	31731.94002	46344.34737	33998.18885	35481.30866	35138.56591
neg_6398	28.91408288	9.182825481	146.9140731	46.50913038	143.7472914	827.2129553	88.73889134	711.1504552	1618.015717	266.1315192	53.42867262	53.41233501	182.5271435	179.7673516	193.6572503
pos_5743	416.0980917	847.0585794	610.2829664	22.16074146	2905.64139	728.7749702	3789.026419	1129.884463	2925.946668	1542.612677	140.3622312	1204.87472	8273.682177	8002.594253	8000.847236
neg_3025	22399.98647	19293.32886	2385.636252	2803.498636	13047.48714	15158.18237	9655.852838	12025.27073	10814.30915	18438.99454	6955.467509	33164.64382	22271.58212	23651.102	22132.23538
pos_6615	1.810535762	9.892875594	471.2387511	12.74828181	510.2270475	3498.754421	3350.289025	1564.720714	3428.658294	1538.486334	408.0589214	20.59720411	545.8933046	547.9166816	555.66261
pos_5605	955.0770191	994.8286431	177.5115883	134.7639996	2737.686664	2431.659319	1514.785588	3586.650338	3426.394083	2072.893636	545.5667444	411.2203396	957.6958849	959.4952669	978.856609
neg_6033	9.824398045	74.30772237	1085.254607	115.8165115	109.1090725	52.68388538	42.03232247	250.2271382	50.92489813	990.3325107	338.1437465	98.99270827	25.22777548	26.23149471	36.67841639
pos_4940	1834.160431	102.8345675	190.3932607	198.2206481	141.3807735	16.3544545	69.59419105	165.8147715	3711.242881	74.02595565	13.5184045	158.7380621	204.5933711	206.5460412	131.6942003
pos_3386	1023.073713	1037.091874	1238.666	1289.589644	1821.046838	812.3524577	1158.168229	505.0535012	2081.166929	519.3474318	58.45409843	187.1219198	1712.730935	2496.037691	1805.875636
neg_5097	118.7912831	494.6889138	123.7479671	1682.815063	21.38933265	103.1652009	0.130976474	81.84289118	18.9906741	103.8006634	63.9498051	302.530765	65.61457544	66.16482062	84.8255902
neg_6053	5.900972639	31.62923548	1295.172968	1148.152341	2259.297274	1131.311559	2761.905821	1629.180639	6634.821561	5853.231549	892.8788842	1273.956426	3884.531765	3854.673452	3915.4819
pos_6271	3567.320779	3426.166506	9287.993084	7210.795576	165.7594903	4.679206302	7.184571547	746.1274984	0.759737918	3.575234913	3879.898918	3653.459217	1129.603372	1122.950506	1122.666543
pos_310	7492.479039	7372.498136	37793.29522	26328.5358	1.976518091	59.44824882	144.352782	40.06818311	120.5274157	27.51562682	8400.671391	3412.383182	3732.043377	3738.617924	3701.554381
pos_5754	1137.277056	1255.19577	5472.646154	5745.09978	166.4297784	60.59340518	217.4901349	664.7069766	28.13544936	35.20128284	6950.285966	2431.905984	2632.044784	2641.986633	2668.026954
neg_210	623.599032	861.3156208	1373.501892	813.7235625	2304.723287	374.9475379	1279.61568	1154.640047	1616.784518	12.33855935	1866.11993	902.8839852	152.6560859	209.808605	212.9380169
pos_2962	2979.199811	2814.053951	214.9362302	99.20038097	2765.122404	986.6669578	345.1667432	1030.036915	850.1567989	781.0949604	1463.883627	2123.11474	1189.964569	1194.440884	1212.622436
pos_260	866.3692881	865.0999637	1863.138776	841.7937424	1427.990458	646.7397416	1250.467721	1425.53199	1402.197216	671.1781261	1478.464814	1495.088383	1327.857923	1358.430585	1357.92734
neg_6269	1276.995604	1019.449307	33048.91987	15382.09249	9.434211426	222.2200067	37.95389431	37.40080677	2.053340416	297.7979605	540.5062897	9.852757072	329.694559	327.1400614	359.4851145
pos_6746	9.350492031	1.922908493	169.3719482	40.9903121	122.6434872	116.6365608	173.4733577	1172.642527	339.0554473	273.1099073	143.0169757	55.15205391	47.18850746	62.94235376	39.74814698
pos_533	5561.067304	5221.282009	8041.666804	12464.32835	1267.109851	3521.801432	3493.825637	108282.0915	35442.56887	11973.0245	6825.082956	2818.117932	19797.49933	20013.23812	19883.76801
neg_1994	12.11961263	8.03502311	269.7311324	1.798631441	434.2360228	805.1393851	461.7862316	1332.587557	652.5232531	858.7036001	24.56755378	122.1787166	404.3614235	408.8412758	409.1208185
pos_6507	1139.031477	1130.026442	7495.565111	2616.217064	2148.560306	1914.994397	2538.328566	892.828587	3812.977229	4526.719526	2115.830966	1007.362902	5141.652415	5150.370581	5070.12472
pos_3281	329.0117723	139.4684341	2131.440717	3197.98468	31.78307912	273.530632	840.7518688	80.92056678	832.6204341	4161.904763	2226.818993	479.5816669	1074.794638	1078.929884	1059.796506
neg_3416	854.9326469	945.1050506	133.3799966	1002.656724	474.3492014	493.8625412	5.123619548	391.7904282	548.6044763	496.9045666	1591.736784	707.1687027	128.5210287	136.5552105	147.5347232
neg_6155	0.143849369	0.287573451	39.01142288	0.165808481	366.1898452	331.2775841	130.796299	7768.479947	443.599586	499.6368445	26.89407253	0.424636879	59.7545185	47.42074012	59.02104725
pos_6266	1218.484214	1128.680278	7290.544188	7405.651307	289.9015939	247.8945805	131.5018315	416.4563424	114.4741263	738.9139237	4745.26217	1405.409626	1068.304389	1057.11944	1071.979517
pos_5870	103.1696362	56.85981986	198.2246394	47.93622735	4929.555696	954.0372346	227.2681215	1871.782734	553.5876582	1612.450563	9.570869363	27.88571489	608.0838899	581.9969454	610.2950438
neg_4084	280.018367	154.0581553	58.10939639	369.6113333	1628.992864	3967.020304	2874.934837	968.7685889	611.1346633	1239.803986	287.4341175	410.1099795	578.9632802	596.9695613	578.6457176
neg_5686	116.0148128	109.4396558	8233.263112	7298.670176	51392.77841	74999.84576	33158.36137	13867.96098	66719.30737	101075.9092	5675.926662	15.87094824	12326.74612	12479.37609	12236.75099
pos_6102	69.12867865	1.818156735	3753.060541	9713.992729	12.9515401	24.6622602	26.26346586	124.2943856	18.65672616	35.46090348	1735.24611	36.92752667	875.252281	879.2603814	903.0878346
pos_5748	2.183388124	4.998618691	1192.060419	1145.800208	123.5876098	120.6100283	140.7930998	59.5214634	436.369752	131.5600515	269.5469684	138.7604353	130.327371	130.908321	135.9020698
pos_1640	2311.815393	2255.76138	2603.181404	450.8139033	3833.364638	3855.514792	1265.173258	2499.014459	3588.292008	3528.955789	1517.464013	2003.010902	1902.055909	1908.634014	1926.342186
neg_323	260.973195	177.7573364	1814.681115	342.5340559	101.5979333	81.10520852	205.9975518	19.80498072	11.78658546	51.88883493	120.2612776	486.9956436	68.99334407	74.67058986	74.77558207
pos_1976	12.75899375	28.41389819	9.82091665	1.21448049	24.0207392	8.733653145	45.70101857	29.55557757	93.99587135	17.58210245	22.56894785	28.29419276	101.0921781	92.47847675	101.3337597
neg_6045	90.1518306	45.34132089	20.45684673	1213.945327	361.0047819	214.3945604	40.04912085	41.35818785	151.9730151	14.75197304	52.95130823	24.4962004	22.93396853	19.69054964	20.43942943
pos_3563	3082.210148	3355.474465	2018.036431	14656.69208	769.0962718	750.5665273	279.3027536	902.0146049	78.39105424	818.709459	3179.536325	2835.05904	842.823679	855.7590186	855.4213132
pos_2493	30172.54494	41074.04259	2789.921506	12597.29955	755.978083	1200.877962	687.6123246	1776.688948	1696.646875	2148.991598	25834.88643	22010.50274	17023.43313	17093.30799	16195.75585
pos_6650	52.93322638	55.24573942	21.08598031	24.48750965	316.3486004	51.40646041	45.83328807	83.11205139	7.945793214	56.07358424	9.914771647	210.832528	65.48197183	60.17569401	64.97292381
pos_3473	2264.465336	2488.766987	8035.049432	2355.189761	646.6037868	21.35163465	518.3525625	698.6928739	25.42032615	634.1654134	4284.642733	2523.511596	1028.352371	1030.564109	943.2406373
pos_6845	255.4385718	316.4573045	17.18065444	72.09636667	162.5732808	240.1976036	546.3137748	190.4614389	319.4695452	139.1761001	277.578857	104.0103513	109.5156701	110.0895534	100.2877621
neg_6188	3256.423755	3303.367794	3242.363821	1515.367467	7930.749115	3385.087192	1580.912631	47096.74103	13176.20635	8359.507305	2147.906411	1635.993495	5072.630659	5036.371434	5059.133734
pos_4693	90.69517367	44.69986016	3274.121203	5937.364937	721.3089092	230.1123198	205.1649571	1840.737551	258.9945063	2.47726497	68.22431503	297.9118305	226.0216147	224.6598235	211.8954668
pos_3870	20187.48931	18617.29865	27290.09806	30602.97291	25492.27607	21476.49345	21795.99321	18586.38873	19002.95965	18960.59709	24936.80707	22058.0857	19624.22944	20273.6904	20267.02463
neg_3312	2877.726794	2973.981357	9430.672981	4347.651659	18057.00551	6776.266274	1262.869198	3600.066937	2305.630454	2069.780576	2023.797173	3449.101422	4786.994926	4642.768427	4643.156696
pos_10	145536.6153	143409.6429	103259.4276	1846213.464	26443.69286	69374.15896	1660223.436	146399.978	78306.50905	41852.39803	135554.6178	123862.2717	589163.8175	591388.2151	587399.2466
pos_5160	272.5769561	154.7301538	317.0644506	330.0995037	238.8171791	816.4902483	3767.764021	415.2080468	765.4546724	722.9079302	19.95573109	153.6664853	296.6216575	297.0709816	283.3394004
pos_3735	256.9131796	1999.840585	7582.391842	6269.985927	128.5337441	2535.787235	6575.858882	4121.995946	3860.413846	1666.583609	4098.432589	3946.075747	5724.542647	7181.646878	7105.163103
pos_2894	1830.763148	1773.307399	2726.198806	1545.517233	656.6659553	3.622691677	0.626329903	770.1536257	7.470118317	39.74637218	2761.158412	3354.371697	876.8199868	880.2773206	891.3401509
pos_4607	14374.14494	11450.26453	17106.25141	23617.61494	7943.325562	1598.769422	5960.6454	3520.311368	701.9229885	2727.444756	21494.78836	16998.50018	8417.659851	8921.136686	8465.159276
pos_4731	2690.773396	10898.94132	24319.84111	26785.43871	32384.4395	46427.97879	35814.47209	29484.42466	43118.41355	28298.95769	21032.43312	50849.95988	29482.74568	29577.97657	26301.43858
neg_5959	25.59950308	144.3718798	117.9056092	104.5216389	700.4090847	976.0245204	579.9581678	148.3118784	1154.787649	1111.665704	81.2829108	115.9741689	156.6743812	120.9424089	154.0621596
pos_6970	274.4233592	1.060855918	39.57791127	106.0488206	1093.436321	1527.706651	1580.347753	1729.697638	573.3616165	1484.630353	2.399223863	277.0115448	282.1120677	280.6939592	275.1273649
pos_6895	421.0420206	371.1236145	857.0861731	1009.901192	430.3922967	571.6179649	699.6162052	373.2599433	1182.446353	1082.470271	669.5777081	415.5548892	778.6863466	775.3916716	775.131204
pos_6766	366.6580584	371.6820087	443.9238978	462.1743562	207.3553371	321.7035054	422.2327535	386.6163088	362.0816156	13.57110987	0.592994817	370.1161427	351.5641809	372.6462464	372.2074587
pos_2922	167.4998865	184.0450422	1425.062647	862.5706381	832.870144	941.6265283	784.9297388	1001.179661	948.869375	1176.655057	1389.017546	582.013502	1004.788018	1036.842765	1036.397048
neg_5883	1.111162625	1.271864402	373.4679263	384.2523235	8.308726333	2986.224242	14.93098556	0.063143421	22.11991973	68.95653378	25.05484067	20.70590851	141.2235095	154.8868032	154.9986995
neg_5800	587.3330027	492.4837021	757.1246281	565.6828628	1738.196935	1943.115146	994.2472373	897.1425525	2310.032036	1739.387153	441.1575106	737.744527	1040.655333	1052.035271	1052.832265
pos_4928	59.86414775	323.967292	5062.527042	7391.336627	753.8538661	280.4047843	250.0050218	336.9843998	315.5993504	305.8623598	770.6009671	213.4423516	314.8712117	250.8159709	315.8907492
neg_927	10261.53195	11354.78853	4752.407399	11108.91031	269.7790126	310.6294616	326.5804091	6622.447769	477.8616584	4431.987767	3510.620949	4706.881204	6682.803052	8551.051011	6788.162448
pos_5730	341.8182654	359.5697576	539.7897067	561.9813698	999.27176	391.1756985	1616.419841	1985.02458	1259.812742	1182.526509	467.4191267	15.42530848	566.1094985	568.870861	751.8337399
pos_4809	357.290459	365.898811	1251.54	642.0706361	773.1039041	719.8126185	543.5289359	1558.107852	2946.317881	487.4985996	534.0321087	82.96106616	306.8147449	322.9929593	308.3731099
neg_3154	4360.050328	3891.396875	84.8018196	4373.421886	4699.37378	3685.335402	9269.214001	4216.039902	6296.212281	32960.24999	2203.220496	6779.287436	13161.06235	12672.13732	13059.84623
pos_6411	2200051.8	2085581.585	21350.62328	905.2797498	51074.0557	26977.36994	23419.66673	30010.41624	90987.95234	26186.36953	710378.5017	1327527.288	345934.8415	347243.4588	349037.7585
pos_1468	152.4272303	154.5157889	184.5482151	68.97985067	715.2802605	832.7348893	222.589222	1401.895415	557.5625524	186.769946	39.07686717	153.8648265	167.709999	137.2168588	135.5799225
pos_640	702.1892381	581.3988483	449.3923307	572.4816604	3.487510216	13.58536109	322.8214847	435.1344765	93.58711208	394.9478311	821.9689157	586.8126626	2831.96436	2664.988616	2660.405866
neg_5970	7042.345045	6116.666726	334.0989724	945.6924945	41.85822882	50.2691916	707.0874789	638.0286934	24.86509384	24.18638275	410.0207744	2325.89858	793.1917127	768.8110561	769.3250556
neg_2289	259.1626217	230.5061715	4074.079997	1725.174156	175.5610215	484.0131187	425.5374672	383.9766963	0.206886172	486.994475	29.75575851	876.2627819	645.6379841	619.8070906	631.4045991
pos_6725	26832.64584	27110.86965	121308.8153	63346.32071	31643.03348	1225.113551	627.7713493	55.94014021	7885.476681	8341.309908	51532.00699	28265.77196	19672.08499	20005.63561	19999.44871
pos_1189	0.019837605	0.181585003	863.0713106	898.5536245	8487.555609	2418.647421	316.1494315	125.7073417	638.8587517	598.027543	747.3577826	79.02193703	491.8810132	493.7715391	485.4261201
pos_5808	7947.150712	8566.599512	16164.10879	13439.45214	564.7557979	551.149204	491.3969963	662.3591826	620.3258308	601.1873035	7215.545823	9701.395015	2351.929842	2561.450349	2560.664465
neg_5105	1765.710996	2409.889387	1225.531564	1086.416231	884.6744699	248.421937	1327.70144	174.4631872	1783.456433	5645.644865	844.8688189	2080.190959	2848.949445	2743.542233	2828.754246
pos_3026	3350.318908	3590.139581	5899.426045	2477.299734	2248.148944	1844.158983	1187.640594	341.7509806	5605.141898	511.806229	2016.929469	1870.075655	1832.405141	1839.347479	1883.497155
neg_3615	152.0718447	79.4623805	113.4562212	108.8003954	413.7021501	310.4240779	227.3799983	190.6029118	248.5976853	349.3547406	55.11151937	186.4676972	212.2926517	229.67247	211.3487288
pos_286	111354.9268	106761.381	1077.671814	168446.4966	203160.9565	204699.8841	101737.8923	194910.7645	285638.2909	230957.9838	40063.45495	67349.55923	133540.6801	134806.0131	135946.3947
pos_4976	1959.43374	1829.02289	1382.921539	1439.77577	823.9209992	3458.400593	563.6799796	68.36958573	1271.743383	862.9985556	1197.510753	1408.922463	1131.944423	923.1632459	1122.638273
pos_979	486.861009	532.3850443	718.5573438	4671.426338	400.1943445	1269.579393	545.3732197	2236.098479	1380.165017	990.6068269	3678.380281	596.0323678	395.8789901	408.6032859	397.0871127
pos_2193	4928.410367	3670.249745	10434.48332	92.00483645	1163.348288	1105.909388	986.0134922	8.215451625	77.33790793	1206.313423	5051.2309	7277.32443	1270.635297	1217.238723	1217.236208
neg_186	7006.303195	7060.229153	735.1194136	1049.906671	355478.6157	1287625.616	511125.1755	24937.89868	289446.4421	303975.6465	2458.772715	10427.43877	158746.2496	156250.5024	156358.6723
neg_6118	219.0003847	224.8465233	16.44618315	32.67953728	479.8761722	505.5794446	97.7717634	401.0856677	734.7573079	814.6598217	900.1590614	836.1872088	819.046345	813.0789396	794.5782898
pos_2258	4827.59094	4218.741288	1623.686979	1690.439483	1205.705077	1176.656169	424.0362013	1414.079913	1324.34232	1283.48321	4501.343053	1710.670299	574.14017	650.3676521	580.7338531
neg_6218	35.17970266	21.74884441	4.179094238	5.523450237	215.4320423	148.9416171	929.064924	57133.81741	3398.326571	1980.35756	37.13485318	30.75164166	174.6683394	185.1320515	185.6950228
neg_5607	444.1413465	204.4793699	520.6969783	119.4501732	8795.733536	999.8958801	833.4424734	793.2361788	1686.704293	6760.649613	500.3609725	101.5289162	1348.64117	1362.301333	1363.082872
pos_3106	2209.071312	2563.852136	13949.57425	11258.90219	107.9792092	434.9674255	365.0918347	145.1893734	273.3835065	689.7216303	5370.268304	1057.26884	1105.7225	1126.243336	1109.362708
pos_6582	401.8970061	421.1009376	533.0925911	767.3843697	425.4326682	489.8530656	576.1322672	216.8710243	416.3034788	306.1148828	478.0967111	577.6717128	456.7852388	458.5770956	495.5964869
pos_5665	3868.095408	3778.087036	6661.702808	12709.12088	1991.101471	39.59039167	59.24027567	487.3850128	411.0171388	99.24175566	3814.62843	1769.346122	3297.374035	3309.86133	3248.882286
neg_4500	239.6405636	161.204119	881.9051697	945.0720017	4193.954285	2871.651198	2480.471025	1341.018045	2311.558342	819.5125771	734.9502365	1048.624391	1438.253445	1264.191997	1425.945654
pos_5786	8040.131854	11813.45019	4932.390498	4049.244667	7908.717332	6985.191613	9544.013954	6370.581804	6679.428607	5541.526016	5079.053611	11935.41916	7039.359181	6784.91071	6770.265892
pos_2933	118.894537	69.37568903	1202.871805	2019.000834	24.42299252	9.380243574	7.160047445	9.469584459	52.52462112	59.02481456	17.87938066	2312.875233	116.0059838	109.0534349	116.5041915
pos_4753	247.977732	2497.422586	1409.495612	1467.442349	166.7726355	2409.851517	3627.807912	968.0480943	252.3369831	752.1086574	3650.26064	3857.179368	2779.259414	2792.963216	3023.402647
pos_6237	9353.624722	8830.294778	15742.40754	18195.35192	1982.696782	1706.871608	801.8635416	2020.864822	1656.268413	1569.637879	15039.30222	7912.547623	4320.324934	4341.993357	4299.767917
neg_149	3896.339714	3508.651318	4112.385394	1324.676696	198.1962192	203.5645745	227.4784283	167.2219987	253.9363389	474.9710923	2603.159478	2739.070739	2716.239284	2760.925417	2697.22033
pos_6643	484.8657345	452.277983	958.0129607	723.296094	546.5093696	520.4992458	670.8207913	366.6598185	423.9922339	315.4044709	711.4545091	816.8070595	499.4182086	501.2946417	522.4887363
pos_2740	1335.367143	1266.63472	510.8281247	710.8553155	1061.666392	2722.067392	29.96801392	2715.079695	1171.13361	755.7849924	1273.829923	1760.648234	546.2622435	565.9354929	547.9431819
neg_1838	189.5263555	204.3599875	71.38323253	68.45199184	1359.158077	2088.417741	1246.076224	3831.585377	6105.608267	1840.685286	68.88421356	204.0432665	1592.010895	1579.288288	1536.349684
neg_1906	67.46082769	55.45841042	9.316672584	10.61400256	423.9614885	135.5829629	81.29482078	198.5181759	72.9270717	105.1895449	118.4189933	118.3254853	135.9684414	106.7689542	134.9612728
neg_1908	354.6605933	314.6890834	381.8509097	661.1989743	505.9356187	445.5286537	291.1128867	306.463449	307.0150758	400.8383568	114.7610581	55.76330654	222.3053807	222.502268	222.6484674
pos_5618	2080.857063	2501.516402	2249.08383	6157.008587	1397.325528	6276.661001	8284.52766	3354.599524	5869.981454	3115.583553	846.5802266	1878.073806	2116.998874	2168.657412	2133.344951
neg_6422	13.09785525	30.67760639	172.2110092	65.53316014	87.42826377	20.1300975	306.2035607	126.3208712	529.5275237	37.36143671	118.0472655	83.9419743	155.6815429	169.7455227	169.4227438
pos_5256	174.073421	179.2139093	51.58655379	338.7590241	1.016228075	2.065970424	113.7202797	283.3773915	265.3942459	257.2062022	281.7574669	271.2832973	270.7424707	259.9473467	271.5303123
