name	Mock_1	Mock_2	Mock_4	Mock_5	PDCoV_1	PDCoV_3	PDCoV_4	PDCoV_5	PDCoV_6	PDCoV_2	Mock_3	Mock_6	QC01	QC02	QC03
neg_6105	8661.932525	8529.369625	29660.00257	26083.02514	17974.2328	2945.14545	681.427047	9426.643836	7824.134911	5125.43252	11321.23294	14652.05988	13519.02378	13411.87622	13442.10795
pos_3573	1425.139714	1637.705485	5356.734096	1966.143236	459.98998	1036.7531	1151.151785	2893.799844	1240.480677	890.73641	668.4483248	988.9867522	719.8811733	768.1149489	818.5429118
neg_6030	2499.379713	2398.442182	376.2211076	53.8331824	862.4362548	299.0566118	563.8722672	452.2281414	877.3558074	283.8832503	24.04584045	2094.413889	549.8799428	593.1384245	545.3014085
pos_3091	282.0519324	279.2878391	2187.163795	857.2883853	1063.030942	1025.945828	681.8685885	654.922471	1100.196494	1188.028704	434.3412103	29.56388337	548.3648888	480.0829874	555.7251712
neg_6193	3368.566031	3622.410453	8384.208915	9566.108274	1.189009328	53.16351822	276.2424989	6931.839373	6473.593482	0.068736309	4072.179876	151.1305553	3342.991747	3335.877412	3337.856245
pos_1868	10416.65812	11043.20614	10127.21768	12197.87664	1777.825638	4219.809062	4636.270851	7911.300678	6079.100433	6915.197466	9298.51997	3298.455038	5391.676834	5275.336366	5275.57055
pos_2965	1761.110502	1798.474655	20069.10018	2044.533056	8807.349096	6849.140086	2736.228122	5032.654802	8636.194332	12147.55616	1266.469765	737.9405558	3801.948514	3816.387647	3823.043598
pos_5821	565.639231	561.5278076	1512.056351	1195.408947	680.5826823	664.1854851	592.1785789	0.024049233	0.884538741	5.633500102	1033.393889	335.2712169	2109.877255	2081.211897	2079.842103
neg_111	267.0851271	862.4948195	79659.20703	58671.63437	625.738656	1359.262783	1103.211679	1078.328691	355.4923016	565.9976249	36.81435025	92.33243779	30226.39675	29992.67448	29568.28523
pos_3383	551.4910692	683.3843632	284.882093	23311.91558	786.3303768	1484.735613	350.4288381	3245.081242	1768.262297	1551.700952	968.1779543	712.5948513	1822.814956	1876.243462	1829.554171
pos_2899	104.9871769	113.3317116	1655.820092	93.73780666	825.2023235	1313.578922	643.4464432	2324.077996	1228.47201	3303.079094	77.15174297	926.5122434	933.7454812	928.118216	938.2396485
neg_4641	1755.063273	1658.555245	891.392384	699.7388685	1241.044684	4474.241456	449.7491975	1073.157898	4526.178788	996.6069536	499.5873092	2509.886416	1013.608135	1005.599527	1021.02753
pos_5935	9402.833388	9288.586725	29200.167	25294.81344	561.3171622	601.4603141	1324.706631	766.4730163	89.48358646	314.5841751	7700.413977	10103.75338	4137.530152	4219.069758	4151.841542
pos_5585	1321.027938	1339.128668	412.6846426	118.0786186	1412.125152	15830.53382	3594.373477	17878.4191	4516.333949	5190.842238	89.70791258	1333.487028	1971.976152	1933.08143	1931.795522
pos_5430	3694.168826	3610.861078	3123.318229	340.4081133	17986.52332	12357.45354	43180.57877	16050.35891	31374.6392	158130.839	2471.004673	1247.043119	16487.08757	16410.49478	16544.7062
pos_3182	248.9989581	194.0424956	846.0275314	732.3230973	1033.636313	340.0995463	1111.114955	960.1419026	1763.899672	599.4768284	2932.095205	928.5712141	863.5216036	900.5337382	865.4381163
neg_5469	1415.416555	811.2832228	2157.181275	538.7918493	2944.546976	1486.209345	1290.546215	951.2722069	1332.018736	1349.34617	557.3665556	1048.259392	690.5651772	556.0829108	590.3988505
neg_2285	8810.064442	9429.54974	9810.125991	7765.295021	4367.352905	4547.013039	3997.669355	3607.230833	5051.024321	4575.021094	5302.074964	5408.969222	4096.021236	4091.822176	4118.778173
pos_3169	393.1421828	349.1883117	89.66161765	14.55675529	57.84306296	104.9488766	93.57096471	126.125288	118.12137	114.4770448	299.7514373	739.1610936	117.530029	118.6151177	125.0289807
pos_2549	4702.250556	5139.834769	2100.321889	5464.276958	43458.80347	27942.98131	11540.99139	42736.03932	17469.58647	16712.82035	7864.051403	4257.056959	15233.7431	15291.1235	16343.9826
pos_6087	0.953062907	0.682003961	104.9747702	361.5265808	3049.489004	6926.350887	4933.393741	2208.086614	5484.008252	4372.813345	60.92031907	0.010102761	1057.325771	1106.237654	1105.267211
neg_2084	87.59504581	107.9608247	76.37895429	92.99174743	7863.03093	8797.490409	1896.634121	211334.8967	3990.109911	6153.284139	70.62735328	27.22926506	483.9995798	480.1430649	475.0085483
pos_6656	3302.538248	3015.705075	3224.697186	4088.435449	1317.034757	1383.573367	1244.856661	1060.803818	2586.701798	779.5762251	4272.76308	3308.459608	4241.792364	4232.052525	4230.693217
pos_6714	1456.600239	1490.547603	20905.65112	10462.55691	3.329812067	23.5148037	22.85625775	420.2425222	70.56005831	26.38329686	2172.849972	531.8035327	259.4050797	277.2798191	277.1173775
pos_1720	2128.559449	2151.991888	3043.709795	3005.927679	2542.972214	2465.121322	2645.334033	2816.504325	2036.824158	2091.960735	2667.3574	2719.896855	2303.026898	2288.650954	2311.387009
pos_6078	1220.392112	1364.900302	10.76646565	71.34019885	1210.533178	1181.367947	21.09975993	1419.742426	29.90680498	1288.622764	595.7423164	1359.150088	3541.787614	3556.689881	3611.301123
pos_373	533.1580025	814.5836205	8039.081669	4851.695029	5638.685844	6140.734577	16407.5151	6516.73185	9748.114526	3699.072344	8288.998442	10067.9321	8138.572673	8164.447653	7798.497666
pos_4614	32988.96077	44451.61293	146695.2258	271241.053	415489.9445	183193.1845	35348.2878	140168.7317	56362.17568	136701.2361	136750.8659	52975.81488	197731.9871	199460.3242	198413.9391
pos_2956	3190.229344	3231.32306	2956.866871	369.8859426	658.5611596	117.4891946	6.800218607	323.2205658	258.4038012	379.8418388	931.5333215	2497.099492	754.8967073	729.9213493	757.3777718
neg_5140	9013.104723	5404.436383	1014.975351	6405.635843	126.18851	65.83154015	2459.501112	115.5236181	5140.610603	273.5480794	201.2076451	3016.785003	1782.762372	1671.942205	1673.450738
pos_3326	175.5796526	141.056878	32.36255942	9.441207518	1101.819721	863.3245418	579.3051775	1601.226611	76.99934574	248.9639305	339.36944	31.26396236	427.5138216	457.903376	457.5950562
pos_5174	77.25904182	423.3919645	400.207742	163.1846768	456.7570463	381.3959234	305.7641698	288.8200795	239.6658714	195.1859587	230.5560897	361.558132	406.8222089	406.2953294	372.520665
pos_6227	1342.617173	1448.56565	712.1367888	571.8471753	23.49540123	19.55348474	3.285602079	27.47527227	3.932612632	15.44109121	1419.357542	3244.75962	461.0187606	449.2084016	462.5860659
pos_5572	183.0902229	147.4072217	817.0654388	850.6563739	893.9917205	1084.882698	1022.725901	1609.919645	3065.268554	730.0572367	98.29885187	681.2183575	569.8541933	595.2209686	595.1588154
neg_2894	8077.029074	6358.703762	11502.73279	19887.2094	18998.44357	24399.52994	5192.211203	13320.45112	25674.70504	10290.3556	1758.887917	7489.870984	12853.34841	12298.40115	12762.44109
neg_5219	9818.061685	6603.461188	567.2146742	6456.750865	65632.64829	37811.81272	2112.077564	36127.27113	6952.265364	15521.69105	5209.075547	1029.386333	1120.581715	1129.218243	1112.331873
pos_5249	172.8622607	175.2308201	209.2895187	217.893763	111.1183608	107.753923	746.8108855	182.2716497	232.5866615	208.9867512	41.31927315	40.22314426	125.4794394	100.0573345	95.42985558
pos_28	1401963.716	1327054.808	106687.5445	102690.1473	25631.46225	19256.7655	43899.86467	28872.56143	25090.73669	41976.46997	996777.9729	1385040.107	419143.3443	418906.9485	418783.0132
neg_6434	492.2817889	389.4927973	7.962814447	88.74815912	60.57158707	158.7381605	151.3108519	125.9299637	176.3334088	14.87011889	245.0550734	152.9617825	130.8105629	129.8252626	139.0625985
neg_5775	1065.863782	1083.143177	801.3586507	269.7445	1364.191438	516.1309022	122.3910352	382.7562782	31.49384916	136.8452674	209.7710902	312.4400875	164.6997847	194.1622072	189.4557597
pos_5640	23139.52529	20627.59363	4667.459019	4859.346113	26348.02323	3382.421931	3015.720544	105.0897802	21.10317959	968.487551	2879.815496	40111.498	4752.366423	4774.483526	4952.230735
pos_5090	3496.392721	2864.162227	1574.254578	1638.974833	28.25539707	1140.833415	1383.535117	1096.400919	2013.445238	748.514885	1823.291428	721.3032386	1402.78972	1314.464926	1313.568734
pos_5676	406.6331816	444.5241922	611.664817	81.49680664	1395.836734	723.5432141	54.58739373	1347.322923	407.5473387	349.9324949	529.6578112	155.4233229	426.6134116	499.6313836	500.6451368
pos_784	42938.94264	37456.68623	1706.096299	2084.377033	4519.476564	3238.669518	6958.278004	4696.260885	8117.034465	219.5860611	52728.78346	57916.37134	38835.00381	34929.88435	34567.70329
pos_2877	5.139463656	3.99863263	120.5350566	125.4904556	31.73185903	87.34954439	69.7699356	970.1789213	131.4381559	206.8407402	10.4477262	4.201197272	184.4811826	177.5732835	176.8573639
pos_5352	214.8528376	358.9437648	777.1871927	856.5714205	677.7840669	871.9593085	969.8951451	305.321737	708.2246945	192.3545881	13.30368002	237.8989075	1054.006495	1337.074528	1249.657893
neg_6122	0.98466067	1.609893974	131.5330775	116.6021949	523.0493099	84.93639128	37.22834947	5705.171901	349.3972856	19.57442324	90.67754684	4.035362621	74.01706825	69.9734181	69.9651841
neg_6200	524.5900487	521.5978191	1476.499052	733.7612213	96.44393896	100.4113607	25.49366649	79.65821811	111.5414055	3.792317222	325.0358849	171.0371291	103.2483689	95.98646492	96.95429006
pos_5370	25092.87271	23475.16561	9332.266657	5548.978956	10881.38342	33622.97292	27086.29715	24914.45691	10423.6051	25601.54465	6318.824319	9460.137082	24279.81651	24376.49207	23668.55908
pos_4913	27787.35581	26287.5406	126.199123	97.34404624	172.1225361	1037.648076	1287.48456	1875.200185	1660.53855	2832.056178	6772.605681	9357.672353	4783.175267	5055.073216	4824.481244
pos_6446	7519.370825	7717.146955	10463.23867	2963.678299	16063.72734	8112.998244	5849.379216	32483.78331	11818.56447	4008.635623	5805.542216	5817.969826	9036.740059	9058.335031	9076.608273
pos_4711	2233.195124	403.0002739	16320.31429	20826.55262	20056.93295	13008.58876	7978.222116	34780.44373	2844.678477	13302.13288	15277.52147	7888.021993	11216.03424	10453.26765	10453.34028
pos_5528	5824.710302	5905.666414	5904.410361	2953.372444	8100.302714	6746.502236	9063.501434	3861.629158	3668.47858	5555.381804	4674.025883	4523.363063	6223.156097	6364.077701	6361.764943
pos_409	6840.034864	8593.062574	418.1459309	854.3445371	73.0415581	1494.314563	19111.84691	633.3278329	11599.65612	8640.502127	4286.655259	8896.062351	5592.57286	5616.121432	6458.059558
neg_5	983.7728597	981.4035105	8770.373307	4660.142747	1510.535697	1227.850821	893.8383127	894.1068424	1046.455978	1134.436618	514.4254787	1374.730605	916.0039669	908.7045236	876.3213998
pos_5735	6330.248055	6766.807106	164.7512713	286.6326593	2687.793057	621.4811057	65.08402035	1246.751885	688.6498581	1035.867802	2794.479983	4860.970235	1401.937968	1492.318898	1490.032444
neg_2085	168.2734378	162.4504038	1554.989605	90.91959984	213.3791092	361.5804716	151.4984364	176.2412424	256.6912475	12.92658585	58.79693238	15.71933834	543.5178333	539.5170425	548.8513902
neg_3436	40.88678102	2.443303925	0.137481537	10.06609592	8.065297189	12.80106979	32699.64392	1.190941995	100981.6663	1531.112621	13.83624992	33.28967946	5308.982823	5326.033897	5270.128952
pos_240	106869.6586	108870.91	438.2285325	372.5552501	7729.316092	82649.97869	154601.9695	60838.41842	198685.6663	95826.96114	45813.47301	31535.81348	52928.75543	54111.79058	52257.03803
pos_2629	12450.79951	11087.07721	3406.117963	3546.149204	2529.289065	36.99127071	2411.972262	2966.411047	2763.155804	273.6052894	9701.810902	5227.949193	2111.353845	1947.765567	1931.645668
neg_3020	231955.3259	330437.0679	94665.53813	90261.18966	455303.0437	242364.0688	340327.7734	4521.240063	287666.3865	558747.9206	190806.2918	199933.661	343832.7938	341102.6945	315788.2054
pos_5150	32.06237217	57.90659435	14.17505151	120.1364393	828.0422702	2545.352996	2350.178944	548.5857181	1195.097047	609.8853185	244.9036079	369.6604	615.1844284	642.994302	642.7221118
pos_3111	810.0650236	921.7848403	772.6923321	804.4590141	1497.85303	590.0027733	499.2489769	906.8786737	664.1425981	2113.223324	63.53154928	655.2879985	141.3909302	103.8652935	142.4958857
pos_6585	1094.094284	1190.883393	6530.6361	3238.588722	753.9395905	4.727719244	26.89531718	31.29294918	16.2237149	631.7452092	632.6780069	125.2146872	399.3222122	426.572061	426.2199895
neg_2023	361.9785969	384.4033336	186.2577454	31.97341837	1835.521675	17.49552848	0.303154332	373.8793673	82.53649105	12.45980727	190.6274658	193.9761401	305.0438036	290.5581984	302.7512175
pos_6708	16723.92605	16956.17809	2004.933645	2709.066469	8732.208706	10078.43463	15398.86658	10623.19927	19691.14488	9353.789658	30135.3175	11482.85293	12341.27791	12419.10277	12414.9079
pos_6437	708.4772372	1128.988219	937.0010623	4792.023076	19162.50679	14503.55829	5267.704786	12978.83947	19532.83395	8719.664555	7186.140237	982.673682	6643.402189	6639.202071	6240.271639
pos_3287	897.4266483	990.4845211	1223.544458	2957.547869	289.2793426	282.30977	41.99014361	59.58796442	205.1052116	217.9605602	3718.764823	1262.814991	267.2830289	318.6081632	318.1035824
pos_2920	2154.117177	2154.645987	3458.780581	2712.015144	2243.455438	2444.387583	2398.715514	2597.530639	2064.998772	1653.337503	2095.182161	1949.164966	1996.730413	1960.817055	1958.286962
neg_5881	7.473870729	17.41663119	14.84562644	64.61680513	3428.12482	6461.914479	1470.239272	690.5804175	4259.992033	6330.154427	378.4753256	60.12165558	1406.809602	1393.150523	1561.786188
neg_5249	653.264657	1072.963213	1454.133665	1289.068729	2002.460546	2305.674853	7262.326771	13144.39958	1602.164994	1388.323703	1002.464749	680.089623	2075.326573	2063.416246	2111.805708
neg_4371	37236.74649	30494.47352	8326.033343	1581.453597	883.6575146	374.9870331	4634.185565	6582.369813	1351.414404	258.2028553	13853.46324	23652.05819	9652.352955	10844.57505	9539.930156
neg_2859	743.5354852	741.7281026	605.7544164	536.9926399	3901.925547	11035.11838	9916.460645	761.9703248	1439.561658	5188.452823	417.6008463	595.8314065	405.5479343	510.8769262	505.5980145
pos_5788	2904.693897	1182.520833	3138.755547	2136.358866	4787.262893	2760.047059	4607.868396	4529.906468	3858.868014	3788.822154	4963.419934	3766.66105	3233.875791	3156.949147	3159.230355
pos_4698	1446.87456	1109.335052	4417.294656	1082.963363	3088.608527	1766.517533	1609.657816	1912.127391	376.5097506	1593.340239	2696.883227	2355.074014	1184.924769	1106.209673	1127.378234
pos_1731	7062.001705	6873.155209	92820.24037	69687.43907	53.9884452	48.79458579	68.8251816	32.96847867	81.01304409	57.89412426	9256.93984	1876.48373	1823.723568	1790.449495	1810.339546
pos_6591	535.2579479	541.2722361	3137.864041	3266.866912	2615.085066	3430.959188	2220.586272	7101.258729	3051.091867	5788.478507	259.5394967	204.7221476	2571.084855	2520.473746	2544.578571
neg_3554	409.0794311	255.5412616	40.68886465	256.7818992	63.21261726	338.5862314	214.0462157	159.1865665	67.65845878	807.0955757	864.3541962	105.9735184	105.6854342	108.6589739	126.8946443
pos_3623	265.7409204	435.8283639	368.1513829	714.8068969	368.3691695	90.45832076	352.652879	1526.799673	319.3781583	242.5538109	1303.592136	782.7327387	406.8702204	405.2105116	446.6663431
pos_6642	258.3686907	208.0822253	936.9780534	975.4987979	660.5845968	936.5099618	665.7673166	1944.602488	779.1088286	4738.059161	691.522468	253.2393226	1831.143063	1924.927468	1923.713662
neg_3834	362.4673816	332.7994276	178.9161413	103.7304387	229.3246724	224.9702877	1045.337355	745.3723105	4726.115165	8925.498822	252.3368713	314.169723	2152.200821	2141.530799	2116.742864
neg_3141	13415.86231	13935.30892	1266.859582	1123.052929	1870.126116	1340.589662	5416.898025	1593.565612	2088.777841	883.2206147	3613.974078	5766.382553	1117.388097	1073.066235	762.45433
neg_5627	40.7054995	37.54914235	4113.249992	3646.33738	6577.610768	14856.65721	14737.94741	1608.442293	7151.884106	11721.87807	2835.632116	4045.869846	6225.734622	6292.729505	6100.523898
pos_1407	3137.323611	2786.675772	4913.350935	3338.508739	6325.888232	5068.61086	3596.746294	2020.407045	2666.55072	1442.60453	2171.608923	3061.551778	4274.957005	4291.405075	3862.187302
pos_4248	301.2767877	805.1238484	1032.783207	789.2119465	460.0344922	438.5911852	428.5548359	519.634498	174.4849518	501.5518423	620.8141315	643.5088114	668.679299	609.3778441	678.8268028
neg_1776	26583.28489	27570.97893	77464.83978	25028.8905	3092.858272	1412.579629	1413.27717	3467.544833	1174.99657	1046.427583	13088.38016	9966.246852	4879.011316	4827.87815	4831.187804
pos_2849	20.0376251	16.40543876	226.3955772	235.7030803	771.4030907	164.0647218	319.0955869	57.92989045	76.43938684	283.5066359	196.0423136	171.6473862	104.2653258	104.5065781	113.5417786
pos_93	1357.114355	1346.314766	6.389453326	482.8290313	179180.1456	172855.4497	92506.05929	128002.5003	95947.28334	159335.8036	543.7780508	1078.440599	48495.5123	48032.7417	48664.51091
pos_560	596.6079596	611.1397282	961.6695084	125.0518014	999.3520339	361.4648714	1715.866519	1039.428233	787.6864262	457.6155166	499.5125403	551.2950043	606.9117767	609.6039153	640.5677599
pos_304	23190.5781	25251.576	143830.8609	151020.8539	65437.99683	14888.85988	3460.247898	1541.652435	7378.171469	2020.492805	72066.60788	67807.1213	31876.75856	31999.00181	31329.4825
pos_5714	1617.960703	1748.886282	2643.452769	3325.842343	469.2408311	3991.305333	3577.235359	4342.835007	6303.541764	2457.156497	2289.040287	2355.449624	2165.133981	2159.274047	2004.194206
pos_6622	926.0192846	807.7264628	3560.215833	3067.045022	322.1465682	541.836067	483.0935324	651.1668562	609.8437701	591.0286393	4836.751585	532.1190833	608.433103	609.1334549	610.5386666
pos_4704	7638.634068	5902.64824	7036.348397	7325.62452	9679.983013	21189.70158	20369.40007	10402.40862	4337.153122	6808.840153	6081.224661	4084.88824	9582.605965	9036.788355	9613.296624
neg_5949	156.0665663	149.3003883	937.9886418	889.9842316	2927.132082	105.5976963	10.5359405	379.5208933	531.4240622	11.41340779	178.4115559	1321.285776	405.0095322	402.6345444	457.6302505
neg_4769	258961.6614	238028.421	4099.071038	2741.908496	909.4565593	52756.78165	1260.444401	161.0660144	78.46090068	932.9825249	36007.86981	143919.9235	81565.43445	81096.5522	80974.94906
pos_4616	5128.580033	5607.328396	65.03983816	50.67969797	2533.209638	2472.177321	268.8599645	2971.009189	1524.496283	519.0693634	8165.99864	4130.097944	672.0466041	660.0499043	445.2086224
pos_5042	40199.21846	41808.89977	31214.66975	14873.04054	28294.36598	17352.5254	17160.16451	36791.00669	36071.78645	26188.12181	19068.97604	16108.84947	26812.55146	26916.27003	26512.52332
neg_3029	12656.9479	9546.489433	2868.336088	333.0983216	5915.230004	13794.62796	10731.60072	7412.274171	16799.91201	13306.07164	2549.490579	12781.62	8425.518378	8739.408411	8748.066722
neg_6163	460.4040853	464.6973995	454.2267923	254.8128105	707.7473593	8.199920759	168.5704344	6.482699826	212.9874405	136.0877854	1809.873233	360.3025782	194.7771871	193.2704689	195.2127053
pos_6224	7810.161837	7332.776503	70045.24705	55955.89536	3287.210949	4007.251765	866.035243	2410.109521	2095.248165	2031.515879	10505.93206	711.7727564	7643.357011	7673.834453	7741.815707
pos_405	13182.76578	10944.33192	2311.129972	1268.147421	1429.079114	2944.19248	11454.64078	424.4493567	13019.44913	7595.598862	7464.253832	14834.89487	7574.802117	8415.422811	7595.32303
pos_6632	1804.440818	1829.947668	6225.671335	4927.070729	101.7597887	23.28601709	76.21693087	100.6393161	17.1034259	18.47425913	1826.327231	233.5566864	413.7938441	413.368163	415.2215861
pos_3608	10831.2291	11559.01175	9560.491621	2428.443657	8169.671191	4449.91681	3250.730235	15255.40746	11743.39702	8919.86796	4587.113363	4249.173806	7050.783466	6952.407292	7075.958144
neg_4885	28226.1531	31451.95628	645.0820721	28679.32106	49270.04315	206835.368	447812.3404	23322.8685	110502.0335	196472.7291	4011.88631	21872.75971	50623.60612	51279.38298	51301.03207
pos_5698	578.407175	345.2813721	1944.866453	2024.823185	1444.204078	9549.156781	4202.80875	5887.600063	1588.83368	2079.223581	352.037244	1887.294538	1511.976377	1570.294034	1518.47802
pos_4881	5169.332616	4909.31116	627.2002094	7944.920765	29161.09328	9645.450763	3741.506561	21246.97873	8034.61604	5702.74277	1275.247723	265.9963751	6356.789655	6233.44971	6231.638856
