pathway	ID
map02010:ABC transporters	C00487
map02010:ABC transporters	C00491
map02010:ABC transporters	C00492
map02010:ABC transporters	C00503
map02010:ABC transporters	C00526
map02010:ABC transporters	C00559
map02010:ABC transporters	C00719
map02010:ABC transporters	C00794
map02010:ABC transporters	C00855
map02010:ABC transporters	C00865
map02010:ABC transporters	C00881
map02010:ABC transporters	C00919
map02010:ABC transporters	C00973
map02010:ABC transporters	C01083
map02010:ABC transporters	C01153
map02010:ABC transporters	C01157
map02010:ABC transporters	C01177
map02010:ABC transporters	C01181
map02010:ABC transporters	C01279
map02010:ABC transporters	C01330
map02010:ABC transporters	C01417
map02010:ABC transporters	C01487
map02010:ABC transporters	C01606
map02010:ABC transporters	C01630
map02010:ABC transporters	C01667
map02010:ABC transporters	C01674
map02010:ABC transporters	C01682
map02010:ABC transporters	C01684
map02010:ABC transporters	C01762
map02010:ABC transporters	C01834
map02010:ABC transporters	C01835
map02010:ABC transporters	C01935
map02010:ABC transporters	C01946
map02010:ABC transporters	C02160
map02010:ABC transporters	C02273
map02010:ABC transporters	C03557
map02010:ABC transporters	C03611
map02010:ABC transporters	C03619
map02010:ABC transporters	C04114
map02010:ABC transporters	C04137
map02010:ABC transporters	C05349
map02010:ABC transporters	C05402
map02010:ABC transporters	C05512
map02010:ABC transporters	C05776
map02010:ABC transporters	C06227
map02010:ABC transporters	C06229
map02010:ABC transporters	C06230
map02010:ABC transporters	C06232
map02010:ABC transporters	C06687
map02010:ABC transporters	C06705
map02010:ABC transporters	C06706
map02010:ABC transporters	C06707
map02010:ABC transporters	C06767
map02010:ABC transporters	C07662
map02010:ABC transporters	C07663
map02010:ABC transporters	C11612
map02010:ABC transporters	C13768
map02010:ABC transporters	C14818
map02010:ABC transporters	C14819
map02010:ABC transporters	C15521
map02010:ABC transporters	C15719
map02010:ABC transporters	C16421
map02010:ABC transporters	C16692
map02010:ABC transporters	C19609
map02010:ABC transporters	C19872
map02010:ABC transporters	C20570
map02010:ABC transporters	C20571
map02010:ABC transporters	C20572
map02010:ABC transporters	C20573
map02010:ABC transporters	C20679
map02010:ABC transporters	C21066
map02010:ABC transporters	C22040
map02020:Two-component system	C00007
map02020:Two-component system	C00009
map02020:Two-component system	C00025
map02020:Two-component system	C00031
map02020:Two-component system	C00034
map02020:Two-component system	C00036
map02020:Two-component system	C00038
map02020:Two-component system	C00042
map02020:Two-component system	C00049
map02020:Two-component system	C00064
map02020:Two-component system	C00070
map02020:Two-component system	C00088
map02020:Two-component system	C00092
map02020:Two-component system	C00122
map02020:Two-component system	C00149
map02020:Two-component system	C00158
map02020:Two-component system	C00164
map02020:Two-component system	C00238
map02020:Two-component system	C00244
map02020:Two-component system	C00282
map02020:Two-component system	C00291
map02020:Two-component system	C00305
map02020:Two-component system	C00399
map02020:Two-component system	C00547
map02020:Two-component system	C00697
map02020:Two-component system	C00788
map02020:Two-component system	C00828
map02020:Two-component system	C01019
map02020:Two-component system	C01104
map02020:Two-component system	C01667
map02020:Two-component system	C02084
map02020:Two-component system	C05757
map02020:Two-component system	C05818
map02020:Two-component system	C06230
map02020:Two-component system	C06689
map02020:Two-component system	C06696
map02020:Two-component system	C11612
map02020:Two-component system	C11842
map02020:Two-component system	C11849
map02020:Two-component system	C12008
map02020:Two-component system	C13768
map02020:Two-component system	C14819
map02020:Two-component system	C16421
map02020:Two-component system	C16463
map02020:Two-component system	C16640
map02020:Two-component system	C16665
map02020:Two-component system	C18206
map02020:Two-component system	C21220
map02020:Two-component system	C21221
map02020:Two-component system	C21241
map02020:Two-component system	C21242
map02020:Two-component system	C21243
map02020:Two-component system	C21245
map02024:Quorum sensing	C00007
map02024:Quorum sensing	C00009
map02024:Quorum sensing	C00059
map02024:Quorum sensing	C00232
map02024:Quorum sensing	C00334
map02024:Quorum sensing	C00547
map02024:Quorum sensing	C00788
map02024:Quorum sensing	C01019
map02024:Quorum sensing	C11837
map02024:Quorum sensing	C11841
map02024:Quorum sensing	C11844
map02024:Quorum sensing	C11845
map02024:Quorum sensing	C11848
map02024:Quorum sensing	C16421
map02024:Quorum sensing	C16463
map02024:Quorum sensing	C16640
map02024:Quorum sensing	C18049
map02024:Quorum sensing	C18206
map02024:Quorum sensing	C20643
map02024:Quorum sensing	C20677
map02024:Quorum sensing	C20959
map02024:Quorum sensing	C21195
map02024:Quorum sensing	C21197
map02024:Quorum sensing	C21198
map02024:Quorum sensing	C21199
map02024:Quorum sensing	C21200
map02024:Quorum sensing	C21201
map02024:Quorum sensing	C21202
map02024:Quorum sensing	C21220
map02024:Quorum sensing	C21221
map02024:Quorum sensing	C21222
map02024:Quorum sensing	C21223
map02024:Quorum sensing	C21224
map02024:Quorum sensing	C21225
map02024:Quorum sensing	C21226
map02024:Quorum sensing	C21227
map02024:Quorum sensing	C21228
map02024:Quorum sensing	C21229
map02024:Quorum sensing	C21230
map02024:Quorum sensing	C21231
map02024:Quorum sensing	C21232
map02024:Quorum sensing	C21233
map02024:Quorum sensing	C21234
map02024:Quorum sensing	C21235
map02024:Quorum sensing	C21236
map02024:Quorum sensing	C21237
map02024:Quorum sensing	C21238
map02024:Quorum sensing	C21239
map02024:Quorum sensing	C21241
map02024:Quorum sensing	C21242
map02024:Quorum sensing	C21243
map02024:Quorum sensing	C21244
map02024:Quorum sensing	C21245
map02024:Quorum sensing	C21246
map02024:Quorum sensing	C21382
map02025:Biofilm formation - Pseudomonas aeruginosa	C00044
map02025:Biofilm formation - Pseudomonas aeruginosa	C00575
map02025:Biofilm formation - Pseudomonas aeruginosa	C11837
map02025:Biofilm formation - Pseudomonas aeruginosa	C11848
map02025:Biofilm formation - Pseudomonas aeruginosa	C16463
map02025:Biofilm formation - Pseudomonas aeruginosa	C18076
map02025:Biofilm formation - Pseudomonas aeruginosa	C20643
map02025:Biofilm formation - Pseudomonas aeruginosa	C21201
map02026:Biofilm formation - Escherichia coli	C00037
map02026:Biofilm formation - Escherichia coli	C00575
map02026:Biofilm formation - Escherichia coli	C01228
map02026:Biofilm formation - Escherichia coli	C04494
map02026:Biofilm formation - Escherichia coli	C16463
map02026:Biofilm formation - Escherichia coli	C21382
map02030:Bacterial chemotaxis	C00049
map02030:Bacterial chemotaxis	C00107
map02030:Bacterial chemotaxis	C00121
map02030:Bacterial chemotaxis	C00124
map02030:Bacterial chemotaxis	C00208
map02030:Bacterial chemotaxis	C00716
map02060:Phosphotransferase system (PTS)	C00022
map02060:Phosphotransferase system (PTS)	C00031
map02060:Phosphotransferase system (PTS)	C00072
map02060:Phosphotransferase system (PTS)	C00074
map02060:Phosphotransferase system (PTS)	C00089
map02060:Phosphotransferase system (PTS)	C00092
map02060:Phosphotransferase system (PTS)	C00095
map02060:Phosphotransferase system (PTS)	C00124
map02060:Phosphotransferase system (PTS)	C00140
map02060:Phosphotransferase system (PTS)	C00159
map02060:Phosphotransferase system (PTS)	C00185
map02060:Phosphotransferase system (PTS)	C00208
map02060:Phosphotransferase system (PTS)	C00243
map02060:Phosphotransferase system (PTS)	C00275
map02060:Phosphotransferase system (PTS)	C00329
map02060:Phosphotransferase system (PTS)	C00352
map02060:Phosphotransferase system (PTS)	C00357
map02060:Phosphotransferase system (PTS)	C00392
map02060:Phosphotransferase system (PTS)	C00644
map02060:Phosphotransferase system (PTS)	C00689
map02060:Phosphotransferase system (PTS)	C00697
map02060:Phosphotransferase system (PTS)	C00794
map02060:Phosphotransferase system (PTS)	C01083
map02060:Phosphotransferase system (PTS)	C01094
map02060:Phosphotransferase system (PTS)	C01096
map02060:Phosphotransferase system (PTS)	C01113
map02060:Phosphotransferase system (PTS)	C01132
map02060:Phosphotransferase system (PTS)	C01451
map02060:Phosphotransferase system (PTS)	C01452
map02060:Phosphotransferase system (PTS)	C01674
map02060:Phosphotransferase system (PTS)	C01697
map02060:Phosphotransferase system (PTS)	C01798
map02060:Phosphotransferase system (PTS)	C02262
map02060:Phosphotransferase system (PTS)	C02713
map02060:Phosphotransferase system (PTS)	C02888
map02060:Phosphotransferase system (PTS)	C02995
map02060:Phosphotransferase system (PTS)	C03752
map02060:Phosphotransferase system (PTS)	C04534
map02060:Phosphotransferase system (PTS)	C05378
map02060:Phosphotransferase system (PTS)	C05396
map02060:Phosphotransferase system (PTS)	C06186
map02060:Phosphotransferase system (PTS)	C06187
map02060:Phosphotransferase system (PTS)	C06188
map02060:Phosphotransferase system (PTS)	C06311
map02060:Phosphotransferase system (PTS)	C06376
map02060:Phosphotransferase system (PTS)	C06377
map02060:Phosphotransferase system (PTS)	C11544
map02060:Phosphotransferase system (PTS)	C16186
map02060:Phosphotransferase system (PTS)	C16488
map02060:Phosphotransferase system (PTS)	C16489
map02060:Phosphotransferase system (PTS)	C16688
map02060:Phosphotransferase system (PTS)	C16698
map02060:Phosphotransferase system (PTS)	C16699
map02060:Phosphotransferase system (PTS)	C20589
map02060:Phosphotransferase system (PTS)	C20978
map02060:Phosphotransferase system (PTS)	C20979
map02060:Phosphotransferase system (PTS)	C21152
map03070:Bacterial secretion system	C00002
map03260:Virion - Human immunodeficiency virus	C00925
map03264:Virion - Flavivirus	C00607
map03264:Virion - Flavivirus	C00925
map03268:Virion - Orthopoxvirus	C00607
map03268:Virion - Orthopoxvirus	C00925
map03320:PPAR signaling pathway	C02165
map03320:PPAR signaling pathway	C14762
map03320:PPAR signaling pathway	C14767
map03320:PPAR signaling pathway	C14776
map03320:PPAR signaling pathway	C15493
map04010:MAPK signaling pathway	C00076
map04010:MAPK signaling pathway	C00165
map04010:MAPK signaling pathway	C00338
map04010:MAPK signaling pathway	C00575
map04010:MAPK signaling pathway	C01245
map04012:ErbB signaling pathway	C00076
map04012:ErbB signaling pathway	C00165
map04012:ErbB signaling pathway	C01245
map04012:ErbB signaling pathway	C05981
map04014:Ras signaling pathway	C00035
map04014:Ras signaling pathway	C00044
map04014:Ras signaling pathway	C00076
map04014:Ras signaling pathway	C00165
map04014:Ras signaling pathway	C00575
map04014:Ras signaling pathway	C01245
map04014:Ras signaling pathway	C05981
map04015:Rap1 signaling pathway	C00035
map04015:Rap1 signaling pathway	C00044
map04015:Rap1 signaling pathway	C00076
map04015:Rap1 signaling pathway	C00165
map04015:Rap1 signaling pathway	C00575
map04020:Calcium signaling pathway	C00002
map04020:Calcium signaling pathway	C00004
map04020:Calcium signaling pathway	C00076
map04020:Calcium signaling pathway	C00165
map04020:Calcium signaling pathway	C00575
map04020:Calcium signaling pathway	C01245
map04020:Calcium signaling pathway	C01330
map04020:Calcium signaling pathway	C06124
map04020:Calcium signaling pathway	C11556
map04020:Calcium signaling pathway	C13050
map04020:Calcium signaling pathway	C13051
map04022:cGMP-PKG signaling pathway	C00020
map04022:cGMP-PKG signaling pathway	C00027
map04022:cGMP-PKG signaling pathway	C00076
map04022:cGMP-PKG signaling pathway	C00144
map04022:cGMP-PKG signaling pathway	C00212
map04022:cGMP-PKG signaling pathway	C00238
map04022:cGMP-PKG signaling pathway	C00533
map04022:cGMP-PKG signaling pathway	C00575
map04022:cGMP-PKG signaling pathway	C00942
map04022:cGMP-PKG signaling pathway	C01245
map04024:cAMP signaling pathway	C00020
map04024:cAMP signaling pathway	C00042
map04024:cAMP signaling pathway	C00076
map04024:cAMP signaling pathway	C00080
map04024:cAMP signaling pathway	C00165
map04024:cAMP signaling pathway	C00186
map04024:cAMP signaling pathway	C00212
map04024:cAMP signaling pathway	C00238
map04024:cAMP signaling pathway	C00288
map04024:cAMP signaling pathway	C00334
map04024:cAMP signaling pathway	C00416
map04024:cAMP signaling pathway	C00547
map04024:cAMP signaling pathway	C00575
map04024:cAMP signaling pathway	C00584
map04024:cAMP signaling pathway	C00698
map04024:cAMP signaling pathway	C00780
map04024:cAMP signaling pathway	C00788
map04024:cAMP signaling pathway	C01089
map04024:cAMP signaling pathway	C01245
map04024:cAMP signaling pathway	C01312
map04024:cAMP signaling pathway	C01330
map04024:cAMP signaling pathway	C01996
map04024:cAMP signaling pathway	C03758
map04024:cAMP signaling pathway	C20792
map04024:cAMP signaling pathway	C20793
map04062:Chemokine signaling pathway	C00076
map04062:Chemokine signaling pathway	C00165
map04062:Chemokine signaling pathway	C00575
map04062:Chemokine signaling pathway	C01245
map04062:Chemokine signaling pathway	C05981
map04064:NF-kappa B signaling pathway	C00076
map04064:NF-kappa B signaling pathway	C00165
map04064:NF-kappa B signaling pathway	C01245
map04066:HIF-1 signaling pathway	C00002
map04066:HIF-1 signaling pathway	C00007
map04066:HIF-1 signaling pathway	C00022
map04066:HIF-1 signaling pathway	C00024
map04066:HIF-1 signaling pathway	C00026
map04066:HIF-1 signaling pathway	C00031
map04066:HIF-1 signaling pathway	C00072
map04066:HIF-1 signaling pathway	C00076
map04066:HIF-1 signaling pathway	C00165
map04066:HIF-1 signaling pathway	C00186
map04066:HIF-1 signaling pathway	C00338
map04066:HIF-1 signaling pathway	C00533
map04066:HIF-1 signaling pathway	C00704
map04066:HIF-1 signaling pathway	C01245
map04066:HIF-1 signaling pathway	C14818
map04068:FoxO signaling pathway	C00008
map04068:FoxO signaling pathway	C00020
map04068:FoxO signaling pathway	C00025
map04068:FoxO signaling pathway	C00031
map04068:FoxO signaling pathway	C05981
map04070:Phosphatidylinositol signaling system	C00076
map04070:Phosphatidylinositol signaling system	C00137
map04070:Phosphatidylinositol signaling system	C00269
map04070:Phosphatidylinositol signaling system	C00416
map04070:Phosphatidylinositol signaling system	C00641
map04070:Phosphatidylinositol signaling system	C01177
map04070:Phosphatidylinositol signaling system	C01194
map04070:Phosphatidylinositol signaling system	C01204
map04070:Phosphatidylinositol signaling system	C01220
map04070:Phosphatidylinositol signaling system	C01243
map04070:Phosphatidylinositol signaling system	C01245
map04070:Phosphatidylinositol signaling system	C01272
map04070:Phosphatidylinositol signaling system	C01277
map04070:Phosphatidylinositol signaling system	C01284
map04070:Phosphatidylinositol signaling system	C03546
map04070:Phosphatidylinositol signaling system	C04006
map04070:Phosphatidylinositol signaling system	C04062
map04070:Phosphatidylinositol signaling system	C04063
map04070:Phosphatidylinositol signaling system	C04477
map04070:Phosphatidylinositol signaling system	C04549
map04070:Phosphatidylinositol signaling system	C04637
map04070:Phosphatidylinositol signaling system	C05981
map04070:Phosphatidylinositol signaling system	C11174
map04070:Phosphatidylinositol signaling system	C11526
map04070:Phosphatidylinositol signaling system	C11554
map04070:Phosphatidylinositol signaling system	C11555
map04070:Phosphatidylinositol signaling system	C11556
map04070:Phosphatidylinositol signaling system	C11557
map04070:Phosphatidylinositol signaling system	C20690
map04071:Sphingolipid signaling pathway	C00065
map04071:Sphingolipid signaling pathway	C00154
map04071:Sphingolipid signaling pathway	C00165
map04071:Sphingolipid signaling pathway	C00195
map04071:Sphingolipid signaling pathway	C00212
map04071:Sphingolipid signaling pathway	C00319
map04071:Sphingolipid signaling pathway	C00346
map04071:Sphingolipid signaling pathway	C00533
map04071:Sphingolipid signaling pathway	C00550
map04071:Sphingolipid signaling pathway	C00836
map04071:Sphingolipid signaling pathway	C01245
map04071:Sphingolipid signaling pathway	C05981
map04071:Sphingolipid signaling pathway	C06124
map04071:Sphingolipid signaling pathway	C12126
map04071:Sphingolipid signaling pathway	C16845
map04072:Phospholipase D signaling pathway	C00025
map04072:Phospholipase D signaling pathway	C00076
map04072:Phospholipase D signaling pathway	C00165
map04072:Phospholipase D signaling pathway	C00416
map04072:Phospholipase D signaling pathway	C00575
map04072:Phospholipase D signaling pathway	C00639
map04072:Phospholipase D signaling pathway	C00681
map04072:Phospholipase D signaling pathway	C01245
map04072:Phospholipase D signaling pathway	C04637
map04072:Phospholipase D signaling pathway	C05981
map04072:Phospholipase D signaling pathway	C06124
map04075:Plant hormone signal transduction	C00371
map04075:Plant hormone signal transduction	C00805
map04075:Plant hormone signal transduction	C00859
map04075:Plant hormone signal transduction	C00954
map04075:Plant hormone signal transduction	C02029
map04075:Plant hormone signal transduction	C04083
map04075:Plant hormone signal transduction	C06082
map04075:Plant hormone signal transduction	C06547
map04075:Plant hormone signal transduction	C08491
map04075:Plant hormone signal transduction	C08814
map04075:Plant hormone signal transduction	C11864
map04075:Plant hormone signal transduction	C18699
map04080:Neuroactive ligand-receptor interaction	C00002
map04080:Neuroactive ligand-receptor interaction	C00008
map04080:Neuroactive ligand-receptor interaction	C00015
map04080:Neuroactive ligand-receptor interaction	C00025
map04080:Neuroactive ligand-receptor interaction	C00037
map04080:Neuroactive ligand-receptor interaction	C00049
map04080:Neuroactive ligand-receptor interaction	C00075
map04080:Neuroactive ligand-receptor interaction	C00099
map04080:Neuroactive ligand-receptor interaction	C00212
map04080:Neuroactive ligand-receptor interaction	C00245
map04080:Neuroactive ligand-receptor interaction	C00334
map04080:Neuroactive ligand-receptor interaction	C00388
map04080:Neuroactive ligand-receptor interaction	C00398
map04080:Neuroactive ligand-receptor interaction	C00410
map04080:Neuroactive ligand-receptor interaction	C00483
map04080:Neuroactive ligand-receptor interaction	C00506
map04080:Neuroactive ligand-receptor interaction	C00547
map04080:Neuroactive ligand-receptor interaction	C00584
map04080:Neuroactive ligand-receptor interaction	C00639
map04080:Neuroactive ligand-receptor interaction	C00681
map04080:Neuroactive ligand-receptor interaction	C00696
map04080:Neuroactive ligand-receptor interaction	C00735
map04080:Neuroactive ligand-receptor interaction	C00780
map04080:Neuroactive ligand-receptor interaction	C00788
map04080:Neuroactive ligand-receptor interaction	C01120
map04080:Neuroactive ligand-receptor interaction	C01312
map04080:Neuroactive ligand-receptor interaction	C01516
map04080:Neuroactive ligand-receptor interaction	C01598
map04080:Neuroactive ligand-receptor interaction	C01829
map04080:Neuroactive ligand-receptor interaction	C01996
map04080:Neuroactive ligand-receptor interaction	C02165
map04080:Neuroactive ligand-receptor interaction	C02166
map04080:Neuroactive ligand-receptor interaction	C02198
map04080:Neuroactive ligand-receptor interaction	C02465
map04080:Neuroactive ligand-receptor interaction	C03758
map04080:Neuroactive ligand-receptor interaction	C04227
map04080:Neuroactive ligand-receptor interaction	C04598
map04080:Neuroactive ligand-receptor interaction	C05113
map04080:Neuroactive ligand-receptor interaction	C05951
map04080:Neuroactive ligand-receptor interaction	C05952
map04080:Neuroactive ligand-receptor interaction	C06124
map04080:Neuroactive ligand-receptor interaction	C06314
map04080:Neuroactive ligand-receptor interaction	C06865
map04080:Neuroactive ligand-receptor interaction	C11695
map04080:Neuroactive ligand-receptor interaction	C12270
map04080:Neuroactive ligand-receptor interaction	C12271
map04080:Neuroactive ligand-receptor interaction	C12272
map04080:Neuroactive ligand-receptor interaction	C13856
map04080:Neuroactive ligand-receptor interaction	C15890
map04080:Neuroactive ligand-receptor interaction	C15891
map04080:Neuroactive ligand-receptor interaction	C15995
map04080:Neuroactive ligand-receptor interaction	C16511
map04080:Neuroactive ligand-receptor interaction	C16512
map04111:Cell cycle - yeast	C00009
map04111:Cell cycle - yeast	C00575
map04112:Cell cycle - Caulobacter	C16463
map04113:Meiosis - yeast	C00031
map04113:Meiosis - yeast	C00288
map04113:Meiosis - yeast	C00575
map04114:Oocyte meiosis	C00076
map04114:Oocyte meiosis	C00410
map04114:Oocyte meiosis	C00575
map04114:Oocyte meiosis	C01245
map04122:Sulfur relay system	C00019
map04122:Sulfur relay system	C00041
map04122:Sulfur relay system	C00044
map04122:Sulfur relay system	C00097
map04122:Sulfur relay system	C00378
map04122:Sulfur relay system	C00868
map04122:Sulfur relay system	C00979
map04122:Sulfur relay system	C05924
map04122:Sulfur relay system	C17322
map04122:Sulfur relay system	C18237
map04122:Sulfur relay system	C18239
map04136:Autophagy - other	C00350
map04136:Autophagy - other	C01194
map04136:Autophagy - other	C04549
map04138:Autophagy - yeast	C00350
map04138:Autophagy - yeast	C01194
map04138:Autophagy - yeast	C04549
map04140:Autophagy - animal	C00035
map04140:Autophagy - animal	C00044
map04140:Autophagy - animal	C00350
map04140:Autophagy - animal	C01194
map04140:Autophagy - animal	C04549
map04140:Autophagy - animal	C05981
map04141:Protein processing in endoplasmic reticulum	C00076
map04142:Lysosome	C00002
map04142:Lysosome	C00008
map04142:Lysosome	C00159
map04142:Lysosome	C00275
map04144:Endocytosis	C00035
map04144:Endocytosis	C00044
map04144:Endocytosis	C04549
map04144:Endocytosis	C04637
map04144:Endocytosis	C05981
map04144:Endocytosis	C11556
map04145:Phagosome	C04549
map04150:mTOR signaling pathway	C00020
map04150:mTOR signaling pathway	C00062
map04150:mTOR signaling pathway	C00123
map04150:mTOR signaling pathway	C05981
map04151:PI3K-Akt signaling pathway	C00020
map04151:PI3K-Akt signaling pathway	C00533
map04151:PI3K-Akt signaling pathway	C04637
map04151:PI3K-Akt signaling pathway	C05981
map04152:AMPK signaling pathway	C00003
map04152:AMPK signaling pathway	C00008
map04152:AMPK signaling pathway	C00020
map04152:AMPK signaling pathway	C00022
map04152:AMPK signaling pathway	C00024
map04152:AMPK signaling pathway	C00031
map04152:AMPK signaling pathway	C00040
map04152:AMPK signaling pathway	C00076
map04152:AMPK signaling pathway	C00083
map04152:AMPK signaling pathway	C00085
map04152:AMPK signaling pathway	C00162
map04152:AMPK signaling pathway	C00354
map04152:AMPK signaling pathway	C00389
map04152:AMPK signaling pathway	C00665
map04152:AMPK signaling pathway	C00668
map04152:AMPK signaling pathway	C00698
map04152:AMPK signaling pathway	C00757
map04152:AMPK signaling pathway	C01172
map04152:AMPK signaling pathway	C04677
map04152:AMPK signaling pathway	C05981
map04152:AMPK signaling pathway	C07151
map04152:AMPK signaling pathway	C09731
map04210:Apoptosis	C00027
map04210:Apoptosis	C00076
map04210:Apoptosis	C00319
map04210:Apoptosis	C05981
map04211:Longevity regulating pathway	C00003
map04211:Longevity regulating pathway	C00020
map04211:Longevity regulating pathway	C00076
map04211:Longevity regulating pathway	C00575
map04211:Longevity regulating pathway	C03582
map04211:Longevity regulating pathway	C05981
map04211:Longevity regulating pathway	C07151
map04211:Longevity regulating pathway	C07909
map04212:Longevity regulating pathway - worm	C00003
map04212:Longevity regulating pathway - worm	C00153
map04212:Longevity regulating pathway - worm	C00704
map04212:Longevity regulating pathway - worm	C00712
map04212:Longevity regulating pathway - worm	C03150
map04212:Longevity regulating pathway - worm	C03582
map04212:Longevity regulating pathway - worm	C05981
map04212:Longevity regulating pathway - worm	C07909
map04212:Longevity regulating pathway - worm	C21076
map04212:Longevity regulating pathway - worm	C21077
map04213:Longevity regulating pathway - multiple species	C00575
map04213:Longevity regulating pathway - multiple species	C05981
map04214:Apoptosis - fly	C00477
map04216:Ferroptosis	C00010
map04216:Ferroptosis	C00024
map04216:Ferroptosis	C00025
map04216:Ferroptosis	C00027
map04216:Ferroptosis	C00032
map04216:Ferroptosis	C00051
map04216:Ferroptosis	C00097
map04216:Ferroptosis	C00127
map04216:Ferroptosis	C00129
map04216:Ferroptosis	C00219
map04216:Ferroptosis	C00356
map04216:Ferroptosis	C00418
map04216:Ferroptosis	C00491
map04216:Ferroptosis	C00669
map04216:Ferroptosis	C02249
map04216:Ferroptosis	C02477
map04216:Ferroptosis	C11378
map04216:Ferroptosis	C14818
map04216:Ferroptosis	C14819
map04216:Ferroptosis	C16170
map04216:Ferroptosis	C16527
map04216:Ferroptosis	C16844
map04216:Ferroptosis	C21478
map04216:Ferroptosis	C21479
map04216:Ferroptosis	C21480
map04216:Ferroptosis	C21481
map04216:Ferroptosis	C21482
map04216:Ferroptosis	C21483
map04216:Ferroptosis	C21484
map04217:Necroptosis	C00002
map04217:Necroptosis	C00027
map04217:Necroptosis	C00076
map04217:Necroptosis	C00195
map04217:Necroptosis	C00219
map04217:Necroptosis	C00305
map04217:Necroptosis	C00319
map04217:Necroptosis	C00550
map04217:Necroptosis	C14592
map04217:Necroptosis	C16844
map04218:Cellular senescence	C00027
map04218:Cellular senescence	C00076
map04218:Cellular senescence	C05981
map04218:Cellular senescence	C07909
map04218:Cellular senescence	C16844
map04260:Cardiac muscle contraction	C00076
map04260:Cardiac muscle contraction	C00080
map04260:Cardiac muscle contraction	C00238
map04260:Cardiac muscle contraction	C01330
map04261:Adrenergic signaling in cardiomyocytes	C00076
map04261:Adrenergic signaling in cardiomyocytes	C00080
map04261:Adrenergic signaling in cardiomyocytes	C00165
map04261:Adrenergic signaling in cardiomyocytes	C00238
map04261:Adrenergic signaling in cardiomyocytes	C00547
map04261:Adrenergic signaling in cardiomyocytes	C00575
map04261:Adrenergic signaling in cardiomyocytes	C00788
map04261:Adrenergic signaling in cardiomyocytes	C01245
map04261:Adrenergic signaling in cardiomyocytes	C01330
map04261:Adrenergic signaling in cardiomyocytes	C07056
map04270:Vascular smooth muscle contraction	C00076
map04270:Vascular smooth muscle contraction	C00165
map04270:Vascular smooth muscle contraction	C00212
map04270:Vascular smooth muscle contraction	C00219
map04270:Vascular smooth muscle contraction	C00238
map04270:Vascular smooth muscle contraction	C00533
map04270:Vascular smooth muscle contraction	C00547
map04270:Vascular smooth muscle contraction	C00575
map04270:Vascular smooth muscle contraction	C00942
map04270:Vascular smooth muscle contraction	C01245
map04270:Vascular smooth muscle contraction	C01312
map04270:Vascular smooth muscle contraction	C14748
map04270:Vascular smooth muscle contraction	C14768
map04270:Vascular smooth muscle contraction	C14769
map04270:Vascular smooth muscle contraction	C14770
map04270:Vascular smooth muscle contraction	C14771
map04310:Wnt signaling pathway	C00076
map04330:Notch signaling pathway	C22528
map04340:Hedgehog signaling pathway	C00575
map04350:TGF-beta signaling pathway	C14819
map04360:Axon guidance	C00076
map04361:Axon regeneration	C00076
map04361:Axon regeneration	C00078
map04361:Axon regeneration	C00165
map04361:Axon regeneration	C00575
map04361:Axon regeneration	C00643
map04361:Axon regeneration	C00780
map04361:Axon regeneration	C11695
map04370:VEGF signaling pathway	C00076
map04370:VEGF signaling pathway	C00165
map04370:VEGF signaling pathway	C00533
map04370:VEGF signaling pathway	C01245
map04370:VEGF signaling pathway	C01312
map04370:VEGF signaling pathway	C05981
map04371:Apelin signaling pathway	C00076
map04371:Apelin signaling pathway	C00080
map04371:Apelin signaling pathway	C00165
map04371:Apelin signaling pathway	C00290
map04371:Apelin signaling pathway	C00533
map04371:Apelin signaling pathway	C00575
map04371:Apelin signaling pathway	C01245
map04371:Apelin signaling pathway	C01330
map04371:Apelin signaling pathway	C06124
map04380:Osteoclast differentiation	C00027
map04380:Osteoclast differentiation	C00076
map04380:Osteoclast differentiation	C01245
map04510:Focal adhesion	C04637
map04510:Focal adhesion	C05981
map04530:Tight junction	C00076
map04540:Gap junction	C00025
map04540:Gap junction	C00076
map04540:Gap junction	C00165
map04540:Gap junction	C00533
map04540:Gap junction	C00547
map04540:Gap junction	C00575
map04540:Gap junction	C00681
map04540:Gap junction	C00780
map04540:Gap junction	C00942
map04540:Gap junction	C01245
map04540:Gap junction	C03758
map04610:Complement and coagulation cascades	C00290
map04610:Complement and coagulation cascades	C00306
map04610:Complement and coagulation cascades	C00471
map04610:Complement and coagulation cascades	C00752
map04610:Complement and coagulation cascades	C01065
map04610:Complement and coagulation cascades	C01715
map04610:Complement and coagulation cascades	C02002
map04610:Complement and coagulation cascades	C03259
map04610:Complement and coagulation cascades	C03262
map04610:Complement and coagulation cascades	C03378
map04610:Complement and coagulation cascades	C03379
map04610:Complement and coagulation cascades	C03780
map04610:Complement and coagulation cascades	C04001
map04610:Complement and coagulation cascades	C16510
map04610:Complement and coagulation cascades	C22531
map04610:Complement and coagulation cascades	C22532
map04610:Complement and coagulation cascades	C22533
map04610:Complement and coagulation cascades	C22534
map04610:Complement and coagulation cascades	C22535
map04610:Complement and coagulation cascades	C22536
map04610:Complement and coagulation cascades	C22537
map04610:Complement and coagulation cascades	C22538
map04610:Complement and coagulation cascades	C22539
map04610:Complement and coagulation cascades	C22540
map04610:Complement and coagulation cascades	C22541
map04610:Complement and coagulation cascades	C22542
map04610:Complement and coagulation cascades	C22543
map04610:Complement and coagulation cascades	C22544
