pathway	ID
map00362:Benzoate degradation	C00230
map00362:Benzoate degradation	C00332
map00362:Benzoate degradation	C00512
map00362:Benzoate degradation	C00527
map00362:Benzoate degradation	C00530
map00362:Benzoate degradation	C00587
map00362:Benzoate degradation	C00596
map00362:Benzoate degradation	C00628
map00362:Benzoate degradation	C00682
map00362:Benzoate degradation	C00846
map00362:Benzoate degradation	C00877
map00362:Benzoate degradation	C01063
map00362:Benzoate degradation	C01144
map00362:Benzoate degradation	C01163
map00362:Benzoate degradation	C01278
map00362:Benzoate degradation	C01407
map00362:Benzoate degradation	C01751
map00362:Benzoate degradation	C02222
map00362:Benzoate degradation	C02232
map00362:Benzoate degradation	C02411
map00362:Benzoate degradation	C02480
map00362:Benzoate degradation	C02501
map00362:Benzoate degradation	C02519
map00362:Benzoate degradation	C02814
map00362:Benzoate degradation	C02949
map00362:Benzoate degradation	C03453
map00362:Benzoate degradation	C03586
map00362:Benzoate degradation	C03589
map00362:Benzoate degradation	C03671
map00362:Benzoate degradation	C03676
map00362:Benzoate degradation	C04091
map00362:Benzoate degradation	C04115
map00362:Benzoate degradation	C04324
map00362:Benzoate degradation	C04434
map00362:Benzoate degradation	C04480
map00362:Benzoate degradation	C04484
map00362:Benzoate degradation	C04553
map00362:Benzoate degradation	C05375
map00362:Benzoate degradation	C06033
map00362:Benzoate degradation	C06035
map00362:Benzoate degradation	C06321
map00362:Benzoate degradation	C06322
map00362:Benzoate degradation	C06333
map00362:Benzoate degradation	C06336
map00362:Benzoate degradation	C06714
map00362:Benzoate degradation	C06715
map00362:Benzoate degradation	C06723
map00362:Benzoate degradation	C06749
map00362:Benzoate degradation	C09809
map00362:Benzoate degradation	C09810
map00362:Benzoate degradation	C09811
map00362:Benzoate degradation	C09812
map00362:Benzoate degradation	C09813
map00362:Benzoate degradation	C09821
map00362:Benzoate degradation	C09822
map00362:Benzoate degradation	C09823
map00362:Benzoate degradation	C14144
map00362:Benzoate degradation	C14610
map00362:Benzoate degradation	C19682
map00362:Benzoate degradation	C19683
map00362:Benzoate degradation	C19684
map00362:Benzoate degradation	C21298
map00363:Bisphenol degradation	C00156
map00363:Bisphenol degradation	C00530
map00363:Bisphenol degradation	C00633
map00363:Bisphenol degradation	C10700
map00363:Bisphenol degradation	C13620
map00363:Bisphenol degradation	C13621
map00363:Bisphenol degradation	C13622
map00363:Bisphenol degradation	C13623
map00363:Bisphenol degradation	C13624
map00363:Bisphenol degradation	C13625
map00363:Bisphenol degradation	C13626
map00363:Bisphenol degradation	C13628
map00363:Bisphenol degradation	C13629
map00363:Bisphenol degradation	C13631
map00363:Bisphenol degradation	C13632
map00363:Bisphenol degradation	C13633
map00363:Bisphenol degradation	C13634
map00363:Bisphenol degradation	C13635
map00363:Bisphenol degradation	C13636
map00363:Bisphenol degradation	C13637
map00363:Bisphenol degradation	C13638
map00363:Bisphenol degradation	C14220
map00363:Bisphenol degradation	C14298
map00363:Bisphenol degradation	C18215
map00363:Bisphenol degradation	C18216
map00364:Fluorobenzoate degradation	C00090
map00364:Fluorobenzoate degradation	C02222
map00364:Fluorobenzoate degradation	C02357
map00364:Fluorobenzoate degradation	C02359
map00364:Fluorobenzoate degradation	C02364
map00364:Fluorobenzoate degradation	C02370
map00364:Fluorobenzoate degradation	C02371
map00364:Fluorobenzoate degradation	C02802
map00364:Fluorobenzoate degradation	C02949
map00364:Fluorobenzoate degradation	C03925
map00364:Fluorobenzoate degradation	C04178
map00364:Fluorobenzoate degradation	C06387
map00364:Fluorobenzoate degradation	C06670
map00364:Fluorobenzoate degradation	C06671
map00364:Fluorobenzoate degradation	C11272
map00364:Fluorobenzoate degradation	C16246
map00364:Fluorobenzoate degradation	C16247
map00364:Fluorobenzoate degradation	C16248
map00364:Fluorobenzoate degradation	C16249
map00364:Fluorobenzoate degradation	C16472
map00364:Fluorobenzoate degradation	C16473
map00364:Fluorobenzoate degradation	C16474
map00364:Fluorobenzoate degradation	C16475
map00364:Fluorobenzoate degradation	C16476
map00364:Fluorobenzoate degradation	C16477
map00364:Fluorobenzoate degradation	C16478
map00364:Fluorobenzoate degradation	C16479
map00364:Fluorobenzoate degradation	C16480
map00364:Fluorobenzoate degradation	C16481
map00364:Fluorobenzoate degradation	C16482
map00364:Fluorobenzoate degradation	C16483
map00364:Fluorobenzoate degradation	C16484
map00365:Furfural degradation	C00026
map00365:Furfural degradation	C00845
map00365:Furfural degradation	C01546
map00365:Furfural degradation	C03724
map00365:Furfural degradation	C11101
map00365:Furfural degradation	C14279
map00365:Furfural degradation	C20441
map00365:Furfural degradation	C20443
map00365:Furfural degradation	C20447
map00365:Furfural degradation	C20450
map00380:Tryptophan metabolism	C00024
map00380:Tryptophan metabolism	C00078
map00380:Tryptophan metabolism	C00108
map00380:Tryptophan metabolism	C00322
map00380:Tryptophan metabolism	C00328
map00380:Tryptophan metabolism	C00331
map00380:Tryptophan metabolism	C00332
map00380:Tryptophan metabolism	C00398
map00380:Tryptophan metabolism	C00463
map00380:Tryptophan metabolism	C00527
map00380:Tryptophan metabolism	C00632
map00380:Tryptophan metabolism	C00637
map00380:Tryptophan metabolism	C00643
map00380:Tryptophan metabolism	C00780
map00380:Tryptophan metabolism	C00877
map00380:Tryptophan metabolism	C00954
map00380:Tryptophan metabolism	C00955
map00380:Tryptophan metabolism	C00978
map00380:Tryptophan metabolism	C01111
map00380:Tryptophan metabolism	C01144
map00380:Tryptophan metabolism	C01249
map00380:Tryptophan metabolism	C01252
map00380:Tryptophan metabolism	C01598
map00380:Tryptophan metabolism	C01717
map00380:Tryptophan metabolism	C01987
map00380:Tryptophan metabolism	C02161
map00380:Tryptophan metabolism	C02172
map00380:Tryptophan metabolism	C02220
map00380:Tryptophan metabolism	C02298
map00380:Tryptophan metabolism	C02470
map00380:Tryptophan metabolism	C02693
map00380:Tryptophan metabolism	C02700
map00380:Tryptophan metabolism	C02775
map00380:Tryptophan metabolism	C02937
map00380:Tryptophan metabolism	C02938
map00380:Tryptophan metabolism	C03227
map00380:Tryptophan metabolism	C03230
map00380:Tryptophan metabolism	C03453
map00380:Tryptophan metabolism	C03574
map00380:Tryptophan metabolism	C03722
map00380:Tryptophan metabolism	C03824
map00380:Tryptophan metabolism	C04409
map00380:Tryptophan metabolism	C05634
map00380:Tryptophan metabolism	C05635
map00380:Tryptophan metabolism	C05636
map00380:Tryptophan metabolism	C05637
map00380:Tryptophan metabolism	C05638
map00380:Tryptophan metabolism	C05639
map00380:Tryptophan metabolism	C05640
map00380:Tryptophan metabolism	C05641
map00380:Tryptophan metabolism	C05642
map00380:Tryptophan metabolism	C05643
map00380:Tryptophan metabolism	C05644
map00380:Tryptophan metabolism	C05645
map00380:Tryptophan metabolism	C05646
map00380:Tryptophan metabolism	C05647
map00380:Tryptophan metabolism	C05648
map00380:Tryptophan metabolism	C05651
map00380:Tryptophan metabolism	C05652
map00380:Tryptophan metabolism	C05653
map00380:Tryptophan metabolism	C05654
map00380:Tryptophan metabolism	C05655
map00380:Tryptophan metabolism	C05656
map00380:Tryptophan metabolism	C05658
map00380:Tryptophan metabolism	C05659
map00380:Tryptophan metabolism	C05660
map00380:Tryptophan metabolism	C05663
map00380:Tryptophan metabolism	C05830
map00380:Tryptophan metabolism	C05831
map00380:Tryptophan metabolism	C05832
map00380:Tryptophan metabolism	C05834
map00380:Tryptophan metabolism	C05835
map00380:Tryptophan metabolism	C05837
map00380:Tryptophan metabolism	C06212
map00380:Tryptophan metabolism	C06213
map00380:Tryptophan metabolism	C08313
map00380:Tryptophan metabolism	C10164
map00380:Tryptophan metabolism	C16516
map00380:Tryptophan metabolism	C16517
map00380:Tryptophan metabolism	C16518
map00380:Tryptophan metabolism	C17203
map00380:Tryptophan metabolism	C22006
map00380:Tryptophan metabolism	C22202
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00074
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00078
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00079
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00082
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00108
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00119
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00166
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00230
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00251
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00254
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00279
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00296
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00354
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00441
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00463
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00493
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00587
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00826
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C00944
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C01094
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C01179
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C01269
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C01302
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C02637
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C03175
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C03506
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C04302
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C04691
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C16848
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C16850
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C17235
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C20327
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C20653
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C20654
"map00400:Phenylalanine, tyrosine and tryptophan biosynthesis"	C20710
map00401:Novobiocin biosynthesis	C00082
map00401:Novobiocin biosynthesis	C00148
map00401:Novobiocin biosynthesis	C00254
map00401:Novobiocin biosynthesis	C01179
map00401:Novobiocin biosynthesis	C05073
map00401:Novobiocin biosynthesis	C05080
map00401:Novobiocin biosynthesis	C12032
map00401:Novobiocin biosynthesis	C12456
map00401:Novobiocin biosynthesis	C12457
map00401:Novobiocin biosynthesis	C12458
map00401:Novobiocin biosynthesis	C12459
map00401:Novobiocin biosynthesis	C12460
map00401:Novobiocin biosynthesis	C12461
map00401:Novobiocin biosynthesis	C12462
map00401:Novobiocin biosynthesis	C12463
map00401:Novobiocin biosynthesis	C12467
map00401:Novobiocin biosynthesis	C12468
map00401:Novobiocin biosynthesis	C12469
map00401:Novobiocin biosynthesis	C12470
map00401:Novobiocin biosynthesis	C12471
map00401:Novobiocin biosynthesis	C12472
map00401:Novobiocin biosynthesis	C12473
map00401:Novobiocin biosynthesis	C12474
map00401:Novobiocin biosynthesis	C12475
map00401:Novobiocin biosynthesis	C12476
map00401:Novobiocin biosynthesis	C12477
map00401:Novobiocin biosynthesis	C12479
map00401:Novobiocin biosynthesis	C12480
map00401:Novobiocin biosynthesis	C12481
map00401:Novobiocin biosynthesis	C12483
map00401:Novobiocin biosynthesis	C20629
map00401:Novobiocin biosynthesis	C20637
map00402:Benzoxazinoid biosynthesis	C00463
map00402:Benzoxazinoid biosynthesis	C03506
map00402:Benzoxazinoid biosynthesis	C04831
map00402:Benzoxazinoid biosynthesis	C11130
map00402:Benzoxazinoid biosynthesis	C12312
map00402:Benzoxazinoid biosynthesis	C15769
map00402:Benzoxazinoid biosynthesis	C15770
map00402:Benzoxazinoid biosynthesis	C15772
map00402:Benzoxazinoid biosynthesis	C18062
map00403:Indole diterpene alkaloid biosynthesis	C00353
map00403:Indole diterpene alkaloid biosynthesis	C03506
map00403:Indole diterpene alkaloid biosynthesis	C13782
map00403:Indole diterpene alkaloid biosynthesis	C20525
map00403:Indole diterpene alkaloid biosynthesis	C20526
map00403:Indole diterpene alkaloid biosynthesis	C20527
map00403:Indole diterpene alkaloid biosynthesis	C20528
map00403:Indole diterpene alkaloid biosynthesis	C20529
map00403:Indole diterpene alkaloid biosynthesis	C20530
map00403:Indole diterpene alkaloid biosynthesis	C20531
map00403:Indole diterpene alkaloid biosynthesis	C20532
map00403:Indole diterpene alkaloid biosynthesis	C20534
map00403:Indole diterpene alkaloid biosynthesis	C20535
map00403:Indole diterpene alkaloid biosynthesis	C20536
map00403:Indole diterpene alkaloid biosynthesis	C20542
map00403:Indole diterpene alkaloid biosynthesis	C20543
map00403:Indole diterpene alkaloid biosynthesis	C20545
map00403:Indole diterpene alkaloid biosynthesis	C20546
map00403:Indole diterpene alkaloid biosynthesis	C20548
map00403:Indole diterpene alkaloid biosynthesis	C20550
map00403:Indole diterpene alkaloid biosynthesis	C20551
map00403:Indole diterpene alkaloid biosynthesis	C20552
map00403:Indole diterpene alkaloid biosynthesis	C20553
map00403:Indole diterpene alkaloid biosynthesis	C20554
map00403:Indole diterpene alkaloid biosynthesis	C20555
map00403:Indole diterpene alkaloid biosynthesis	C20561
map00403:Indole diterpene alkaloid biosynthesis	C20586
map00403:Indole diterpene alkaloid biosynthesis	C20587
map00403:Indole diterpene alkaloid biosynthesis	C20593
map00403:Indole diterpene alkaloid biosynthesis	C20594
map00403:Indole diterpene alkaloid biosynthesis	C20595
map00403:Indole diterpene alkaloid biosynthesis	C20596
map00403:Indole diterpene alkaloid biosynthesis	C20601
map00404:Staurosporine biosynthesis	C00078
map00404:Staurosporine biosynthesis	C00135
map00404:Staurosporine biosynthesis	C00148
map00404:Staurosporine biosynthesis	C02079
map00404:Staurosporine biosynthesis	C07349
map00404:Staurosporine biosynthesis	C12318
map00404:Staurosporine biosynthesis	C12491
map00404:Staurosporine biosynthesis	C18092
map00404:Staurosporine biosynthesis	C19687
map00404:Staurosporine biosynthesis	C19688
map00404:Staurosporine biosynthesis	C19698
map00404:Staurosporine biosynthesis	C19699
map00404:Staurosporine biosynthesis	C19700
map00404:Staurosporine biosynthesis	C19701
map00404:Staurosporine biosynthesis	C20045
map00404:Staurosporine biosynthesis	C20512
map00404:Staurosporine biosynthesis	C20513
map00404:Staurosporine biosynthesis	C20563
map00404:Staurosporine biosynthesis	C20564
map00404:Staurosporine biosynthesis	C20604
map00404:Staurosporine biosynthesis	C20605
map00404:Staurosporine biosynthesis	C20607
map00404:Staurosporine biosynthesis	C20630
map00404:Staurosporine biosynthesis	C21109
map00404:Staurosporine biosynthesis	C21110
map00404:Staurosporine biosynthesis	C21124
map00404:Staurosporine biosynthesis	C21125
map00404:Staurosporine biosynthesis	C21126
map00404:Staurosporine biosynthesis	C21127
map00404:Staurosporine biosynthesis	C21128
map00404:Staurosporine biosynthesis	C21131
map00404:Staurosporine biosynthesis	C21132
map00404:Staurosporine biosynthesis	C21133
map00404:Staurosporine biosynthesis	C21134
map00404:Staurosporine biosynthesis	C21135
map00404:Staurosporine biosynthesis	C21136
map00404:Staurosporine biosynthesis	C21137
map00404:Staurosporine biosynthesis	C22162
map00404:Staurosporine biosynthesis	C22163
map00404:Staurosporine biosynthesis	C22164
map00404:Staurosporine biosynthesis	C22165
map00404:Staurosporine biosynthesis	C22166
map00404:Staurosporine biosynthesis	C22167
map00404:Staurosporine biosynthesis	C22168
map00404:Staurosporine biosynthesis	C22169
map00404:Staurosporine biosynthesis	C22170
map00404:Staurosporine biosynthesis	C22171
map00404:Staurosporine biosynthesis	C22172
map00405:Phenazine biosynthesis	C00108
map00405:Phenazine biosynthesis	C00251
map00405:Phenazine biosynthesis	C01748
map00405:Phenazine biosynthesis	C01944
map00405:Phenazine biosynthesis	C02247
map00405:Phenazine biosynthesis	C11848
map00405:Phenazine biosynthesis	C12119
map00405:Phenazine biosynthesis	C18054
map00405:Phenazine biosynthesis	C19830
map00405:Phenazine biosynthesis	C19831
map00405:Phenazine biosynthesis	C20643
map00405:Phenazine biosynthesis	C20981
map00405:Phenazine biosynthesis	C20982
map00405:Phenazine biosynthesis	C21295
map00405:Phenazine biosynthesis	C21408
map00405:Phenazine biosynthesis	C21409
map00405:Phenazine biosynthesis	C21410
map00405:Phenazine biosynthesis	C21411
map00405:Phenazine biosynthesis	C21412
map00405:Phenazine biosynthesis	C21413
map00405:Phenazine biosynthesis	C21442
map00405:Phenazine biosynthesis	C21452
map00405:Phenazine biosynthesis	C21453
map00405:Phenazine biosynthesis	C21473
map00405:Phenazine biosynthesis	C21474
map00405:Phenazine biosynthesis	C21475
map00405:Phenazine biosynthesis	C21476
map00405:Phenazine biosynthesis	C21477
map00405:Phenazine biosynthesis	C21488
map00405:Phenazine biosynthesis	C21489
map00405:Phenazine biosynthesis	C21490
map00410:beta-Alanine metabolism	C00024
map00410:beta-Alanine metabolism	C00049
map00410:beta-Alanine metabolism	C00083
map00410:beta-Alanine metabolism	C00099
map00410:beta-Alanine metabolism	C00100
map00410:beta-Alanine metabolism	C00106
map00410:beta-Alanine metabolism	C00135
map00410:beta-Alanine metabolism	C00222
map00410:beta-Alanine metabolism	C00315
map00410:beta-Alanine metabolism	C00334
map00410:beta-Alanine metabolism	C00383
map00410:beta-Alanine metabolism	C00386
map00410:beta-Alanine metabolism	C00429
map00410:beta-Alanine metabolism	C00555
map00410:beta-Alanine metabolism	C00750
map00410:beta-Alanine metabolism	C00804
map00410:beta-Alanine metabolism	C00864
map00410:beta-Alanine metabolism	C00894
map00410:beta-Alanine metabolism	C00986
map00410:beta-Alanine metabolism	C01013
map00410:beta-Alanine metabolism	C01073
map00410:beta-Alanine metabolism	C01262
map00410:beta-Alanine metabolism	C02335
map00410:beta-Alanine metabolism	C02642
map00410:beta-Alanine metabolism	C03492
map00410:beta-Alanine metabolism	C03722
map00410:beta-Alanine metabolism	C05340
map00410:beta-Alanine metabolism	C05341
map00410:beta-Alanine metabolism	C05665
map00410:beta-Alanine metabolism	C05668
map00410:beta-Alanine metabolism	C05669
map00410:beta-Alanine metabolism	C05670
map00430:Taurine and hypotaurine metabolism	C00022
map00430:Taurine and hypotaurine metabolism	C00024
map00430:Taurine and hypotaurine metabolism	C00025
map00430:Taurine and hypotaurine metabolism	C00026
map00430:Taurine and hypotaurine metabolism	C00033
map00430:Taurine and hypotaurine metabolism	C00041
map00430:Taurine and hypotaurine metabolism	C00084
map00430:Taurine and hypotaurine metabolism	C00094
map00430:Taurine and hypotaurine metabolism	C00097
map00430:Taurine and hypotaurine metabolism	C00227
map00430:Taurine and hypotaurine metabolism	C00245
map00430:Taurine and hypotaurine metabolism	C00506
map00430:Taurine and hypotaurine metabolism	C00519
map00430:Taurine and hypotaurine metabolism	C00593
map00430:Taurine and hypotaurine metabolism	C00606
map00430:Taurine and hypotaurine metabolism	C01678
map00430:Taurine and hypotaurine metabolism	C01959
map00430:Taurine and hypotaurine metabolism	C03149
map00430:Taurine and hypotaurine metabolism	C05122
map00430:Taurine and hypotaurine metabolism	C05123
map00430:Taurine and hypotaurine metabolism	C05844
map00430:Taurine and hypotaurine metabolism	C06735
map00430:Taurine and hypotaurine metabolism	C14179
map00430:Taurine and hypotaurine metabolism	C19685
map00440:Phosphonate and phosphinate metabolism	C00022
map00440:Phosphonate and phosphinate metabolism	C00033
map00440:Phosphonate and phosphinate metabolism	C00037
map00440:Phosphonate and phosphinate metabolism	C00058
map00440:Phosphonate and phosphinate metabolism	C00074
map00440:Phosphonate and phosphinate metabolism	C00084
map00440:Phosphonate and phosphinate metabolism	C00117
map00440:Phosphonate and phosphinate metabolism	C01151
map00440:Phosphonate and phosphinate metabolism	C01438
map00440:Phosphonate and phosphinate metabolism	C02798
map00440:Phosphonate and phosphinate metabolism	C03167
map00440:Phosphonate and phosphinate metabolism	C03557
map00440:Phosphonate and phosphinate metabolism	C04650
map00440:Phosphonate and phosphinate metabolism	C05672
map00440:Phosphonate and phosphinate metabolism	C05673
map00440:Phosphonate and phosphinate metabolism	C05674
map00440:Phosphonate and phosphinate metabolism	C05675
map00440:Phosphonate and phosphinate metabolism	C05676
map00440:Phosphonate and phosphinate metabolism	C05677
map00440:Phosphonate and phosphinate metabolism	C05678
map00440:Phosphonate and phosphinate metabolism	C05679
map00440:Phosphonate and phosphinate metabolism	C05680
map00440:Phosphonate and phosphinate metabolism	C05681
map00440:Phosphonate and phosphinate metabolism	C05682
map00440:Phosphonate and phosphinate metabolism	C05683
map00440:Phosphonate and phosphinate metabolism	C06367
map00440:Phosphonate and phosphinate metabolism	C06368
map00440:Phosphonate and phosphinate metabolism	C06451
map00440:Phosphonate and phosphinate metabolism	C06455
map00440:Phosphonate and phosphinate metabolism	C06456
map00440:Phosphonate and phosphinate metabolism	C06457
map00440:Phosphonate and phosphinate metabolism	C06459
map00440:Phosphonate and phosphinate metabolism	C17940
map00440:Phosphonate and phosphinate metabolism	C17941
map00440:Phosphonate and phosphinate metabolism	C17942
map00440:Phosphonate and phosphinate metabolism	C17943
map00440:Phosphonate and phosphinate metabolism	C17944
map00440:Phosphonate and phosphinate metabolism	C17945
map00440:Phosphonate and phosphinate metabolism	C17947
map00440:Phosphonate and phosphinate metabolism	C17948
map00440:Phosphonate and phosphinate metabolism	C17949
map00440:Phosphonate and phosphinate metabolism	C17950
map00440:Phosphonate and phosphinate metabolism	C17951
map00440:Phosphonate and phosphinate metabolism	C17952
map00440:Phosphonate and phosphinate metabolism	C17960
map00440:Phosphonate and phosphinate metabolism	C17961
map00440:Phosphonate and phosphinate metabolism	C17962
map00440:Phosphonate and phosphinate metabolism	C20396
map00440:Phosphonate and phosphinate metabolism	C20422
map00440:Phosphonate and phosphinate metabolism	C20423
map00440:Phosphonate and phosphinate metabolism	C20440
map00440:Phosphonate and phosphinate metabolism	C20986
map00440:Phosphonate and phosphinate metabolism	C21372
map00440:Phosphonate and phosphinate metabolism	C21403
map00440:Phosphonate and phosphinate metabolism	C21404
map00440:Phosphonate and phosphinate metabolism	C21613
map00450:Selenocompound metabolism	C00017
map00450:Selenocompound metabolism	C00041
map00450:Selenocompound metabolism	C01528
map00450:Selenocompound metabolism	C02535
map00450:Selenocompound metabolism	C05172
map00450:Selenocompound metabolism	C05335
map00450:Selenocompound metabolism	C05336
map00450:Selenocompound metabolism	C05684
map00450:Selenocompound metabolism	C05686
map00450:Selenocompound metabolism	C05688
map00450:Selenocompound metabolism	C05689
map00450:Selenocompound metabolism	C05690
map00450:Selenocompound metabolism	C05695
map00450:Selenocompound metabolism	C05697
map00450:Selenocompound metabolism	C05698
map00450:Selenocompound metabolism	C05699
map00450:Selenocompound metabolism	C05703
map00450:Selenocompound metabolism	C06481
map00450:Selenocompound metabolism	C06482
map00450:Selenocompound metabolism	C16638
map00450:Selenocompound metabolism	C18870
map00450:Selenocompound metabolism	C18871
map00450:Selenocompound metabolism	C18872
map00450:Selenocompound metabolism	C18893
map00450:Selenocompound metabolism	C18902
map00450:Selenocompound metabolism	C18904
map00450:Selenocompound metabolism	C18905
map00460:Cyanoamino acid metabolism	C00014
map00460:Cyanoamino acid metabolism	C00037
map00460:Cyanoamino acid metabolism	C00049
map00460:Cyanoamino acid metabolism	C00065
map00460:Cyanoamino acid metabolism	C00079
map00460:Cyanoamino acid metabolism	C00082
map00460:Cyanoamino acid metabolism	C00097
map00460:Cyanoamino acid metabolism	C00152
map00460:Cyanoamino acid metabolism	C00183
map00460:Cyanoamino acid metabolism	C00302
map00460:Cyanoamino acid metabolism	C00407
map00460:Cyanoamino acid metabolism	C00488
map00460:Cyanoamino acid metabolism	C00561
map00460:Cyanoamino acid metabolism	C00844
map00460:Cyanoamino acid metabolism	C01326
map00460:Cyanoamino acid metabolism	C01401
map00460:Cyanoamino acid metabolism	C01594
map00460:Cyanoamino acid metabolism	C02512
map00460:Cyanoamino acid metabolism	C02659
map00460:Cyanoamino acid metabolism	C03004
map00460:Cyanoamino acid metabolism	C03219
map00460:Cyanoamino acid metabolism	C03742
map00460:Cyanoamino acid metabolism	C04350
map00460:Cyanoamino acid metabolism	C05143
map00460:Cyanoamino acid metabolism	C05670
map00460:Cyanoamino acid metabolism	C05711
map00460:Cyanoamino acid metabolism	C05714
map00460:Cyanoamino acid metabolism	C05715
map00460:Cyanoamino acid metabolism	C06114
map00460:Cyanoamino acid metabolism	C08325
map00460:Cyanoamino acid metabolism	C08334
map00460:Cyanoamino acid metabolism	C15503
map00460:Cyanoamino acid metabolism	C16074
map00460:Cyanoamino acid metabolism	C16075
map00460:Cyanoamino acid metabolism	C18796
map00460:Cyanoamino acid metabolism	C19491
map00460:Cyanoamino acid metabolism	C19712
map00460:Cyanoamino acid metabolism	C19714
map00460:Cyanoamino acid metabolism	C19715
map00460:Cyanoamino acid metabolism	C20310
map00460:Cyanoamino acid metabolism	C20311
map00460:Cyanoamino acid metabolism	C20312
map00460:Cyanoamino acid metabolism	C20313
map00460:Cyanoamino acid metabolism	C20314
map00460:Cyanoamino acid metabolism	C20315
map00470:D-Amino acid metabolism	C00022
map00470:D-Amino acid metabolism	C00025
map00470:D-Amino acid metabolism	C00026
map00470:D-Amino acid metabolism	C00036
map00470:D-Amino acid metabolism	C00037
map00470:D-Amino acid metabolism	C00041
map00470:D-Amino acid metabolism	C00047
map00470:D-Amino acid metabolism	C00049
map00470:D-Amino acid metabolism	C00062
map00470:D-Amino acid metabolism	C00064
map00470:D-Amino acid metabolism	C00065
map00470:D-Amino acid metabolism	C00073
map00470:D-Amino acid metabolism	C00077
map00470:D-Amino acid metabolism	C00079
map00470:D-Amino acid metabolism	C00084
map00470:D-Amino acid metabolism	C00097
map00470:D-Amino acid metabolism	C00133
map00470:D-Amino acid metabolism	C00134
map00470:D-Amino acid metabolism	C00135
map00470:D-Amino acid metabolism	C00148
map00470:D-Amino acid metabolism	C00166
map00470:D-Amino acid metabolism	C00188
map00470:D-Amino acid metabolism	C00217
map00470:D-Amino acid metabolism	C00402
map00470:D-Amino acid metabolism	C00431
map00470:D-Amino acid metabolism	C00433
map00470:D-Amino acid metabolism	C00515
map00470:D-Amino acid metabolism	C00624
map00470:D-Amino acid metabolism	C00666
map00470:D-Amino acid metabolism	C00680
map00470:D-Amino acid metabolism	C00692
map00470:D-Amino acid metabolism	C00739
map00470:D-Amino acid metabolism	C00740
map00470:D-Amino acid metabolism	C00763
map00470:D-Amino acid metabolism	C00792
map00470:D-Amino acid metabolism	C00793
map00470:D-Amino acid metabolism	C00819
map00470:D-Amino acid metabolism	C00820
map00470:D-Amino acid metabolism	C00855
map00470:D-Amino acid metabolism	C00993
map00470:D-Amino acid metabolism	C01110
map00470:D-Amino acid metabolism	C01157
map00470:D-Amino acid metabolism	C01180
map00470:D-Amino acid metabolism	C01667
map00470:D-Amino acid metabolism	C01672
map00470:D-Amino acid metabolism	C01726
map00470:D-Amino acid metabolism	C02237
map00470:D-Amino acid metabolism	C02265
map00470:D-Amino acid metabolism	C02855
map00470:D-Amino acid metabolism	C03239
map00470:D-Amino acid metabolism	C03341
map00470:D-Amino acid metabolism	C03440
map00470:D-Amino acid metabolism	C03564
map00470:D-Amino acid metabolism	C03771
map00470:D-Amino acid metabolism	C03933
map00470:D-Amino acid metabolism	C03943
map00470:D-Amino acid metabolism	C04260
map00470:D-Amino acid metabolism	C04282
map00470:D-Amino acid metabolism	C04457
map00470:D-Amino acid metabolism	C05161
map00470:D-Amino acid metabolism	C05620
map00470:D-Amino acid metabolism	C05825
map00470:D-Amino acid metabolism	C05939
map00470:D-Amino acid metabolism	C05941
